db1.tbl3_batch.col1,db1.tbl3_batch.col2,db1.tbl3_batch.col3,db1.tbl3_batch.col4
504,130,1352,10475
551,1502,560,6767
133,1334,406,4951
463,1640,1860,5029
863,258,722,6188
989,613,1283,7883
190,1068,1978,7272
162,330,164,3530
455,1424,1397,3084
60,1518,1817,7002
4,1817,1814,8724
36,327,1515,4268
459,1941,398,7120
216,695,1016,8093
736,1640,1070,10399
998,1972,640,7273
727,1170,1981,10286
138,485,1675,1857
617,1052,270,9850
98,1276,384,3585
679,219,1464,8854
960,1681,563,6804
263,95,988,9014
598,1945,230,10354
595,245,110,7070
223,1500,416,6092
10,1260,802,6472
326,706,850,2126
697,654,394,5772
349,762,1303,4611
378,1124,131,524
943,1464,97,4771
230,1839,1734,2347
140,249,651,5587
617,43,1906,5631
764,1067,1101,6711
955,1816,252,1273
48,1907,1910,5797
450,1801,1132,704
774,1490,1925,10302
490,948,242,5547
204,521,962,8730
868,782,1110,5261
408,45,1490,1452
406,1289,174,2197
50,321,1602,2569
174,1999,1566,1135
736,1179,1872,4485
260,1508,598,4825
479,332,1578,7995
733,910,400,3547
222,27,466,811
268,981,1910,2256
809,801,352,4674
892,295,352,3881
900,1018,1179,6565
918,1488,1113,5459
317,1771,711,2277
384,738,976,9230
585,1801,1621,1663
625,952,480,3699
218,1188,972,9765
53,334,85,5082
199,1447,1636,9849
883,59,1505,8269
642,116,1762,5398
338,967,998,6713
703,508,1188,5398
690,1315,848,1609
897,897,798,10835
304,285,1227,2062
798,818,120,2629
751,1687,1687,10114
244,906,12,3522
841,585,1791,1200
628,1811,1863,8214
207,589,1819,4017
996,42,519,2436
723,622,987,2442
510,301,1789,6182
258,1596,1138,813
379,504,1331,9804
162,324,578,2459
737,850,1537,2272
340,501,333,6622
931,1077,1481,6016
575,1637,631,9676
927,981,1327,2888
757,221,1556,8899
529,1182,888,8732
33,1258,661,1012
823,676,588,1095
997,904,1936,8254
322,478,486,5466
180,1365,523,4813
962,1029,820,9072
346,1284,584,2034
705,269,939,2300
191,1245,51,3433
578,1588,1900,5261
720,814,1415,8334
877,617,418,6716
678,863,185,6464
245,1296,159,10152
244,223,1279,5373
677,1647,631,10070
807,1646,1233,3652
914,1116,1244,9362
722,1255,1797,6860
132,561,373,441
196,87,1043,5530
909,132,1960,8106
346,891,1231,9626
48,591,582,1224
63,1101,1195,6246
623,1835,1811,3720
867,1443,6,2591
696,1986,1446,3324
103,69,1903,6247
930,1750,1077,2280
212,847,1226,7937
516,828,197,1135
118,1332,895,2666
855,695,26,10425
760,1297,1406,6003
678,959,1526,1655
894,1639,1949,6437
241,1192,1651,9970
279,1379,477,6132
423,705,1919,4195
362,1540,530,2895
749,253,120,9418
305,1801,1060,2199
716,1036,1206,10540
485,87,1963,5836
313,1415,1142,2353
512,1470,1755,2077
682,1629,966,4807
166,793,743,4434
393,1531,557,3232
769,596,1854,1236
62,1051,1404,3450
271,1937,1954,8447
36,1867,686,6576
15,1510,1866,7262
765,714,1338,3508
342,302,606,5984
345,333,112,9956
847,1880,800,1873
538,1870,15,5169
958,375,741,9750
622,1240,1422,4214
232,319,195,1219
989,1498,606,9786
575,230,883,7813
608,1896,1223,3355
415,1622,20,8745
904,1976,897,6554
266,1786,1923,4491
996,370,1583,5492
325,1565,1308,9761
925,552,997,9758
743,1281,1846,1179
910,269,1157,2333
442,103,765,9770
559,728,1596,4280
861,1264,12,6535
721,1775,600,8970
75,292,24,1211
246,1189,938,9137
827,653,1669,1972
579,637,1851,6158
312,1164,1891,9612
575,1925,574,5070
693,1329,1277,7192
591,775,1724,6833
342,1760,545,8641
714,1251,1723,9811
181,429,1045,5126
954,1196,1462,2946
983,132,350,5105
725,505,83,1530
934,829,860,2926
631,865,1286,8127
398,1532,1603,3998
240,597,644,4250
846,1001,854,9121
713,1550,734,5071
923,1642,249,6238
291,600,124,3611
53,1160,1782,7602
144,149,874,2649
355,579,1756,8183
597,821,1949,8482
982,1312,1512,3438
476,251,1100,7724
21,1435,172,7889
330,216,375,6679
291,10,1822,7254
235,891,1613,3297
28,1631,817,3880
694,930,1920,5684
937,1599,1532,1324
159,1947,783,7196
909,1972,1876,7819
529,1191,396,2532
549,1503,1956,9772
100,60,368,5845
289,545,1605,1829
376,496,504,9017
172,1338,1092,3719
342,1637,1911,9630
927,1592,1618,9978
877,268,1946,1178
578,1541,864,7682
190,1506,406,2209
438,1426,1586,9510
554,1091,595,4715
634,730,56,863
789,1783,1701,9902
342,111,764,8052
707,947,25,2539
844,530,1800,9086
124,1129,748,3802
607,245,1104,8103
889,395,521,5371
668,925,263,9612
551,1297,1729,6438
359,264,1986,1837
502,1492,1885,2590
172,1049,33,6212
886,815,1718,9038
393,565,461,3386
460,654,80,3800
684,1887,869,3027
119,1069,598,7307
272,1934,1076,1510
357,1982,475,7213
385,1383,486,6045
912,1525,1164,5251
875,1018,776,9249
857,208,1498,9592
886,1450,1877,3712
933,663,1990,8024
932,1291,150,1024
318,1376,1400,2733
260,1381,607,4514
280,1250,704,8406
328,1004,1412,4861
123,117,1028,6639
475,754,1556,4876
277,123,657,3309
92,1417,663,3381
958,1492,1651,5396
546,1274,1919,7413
822,451,1185,4056
127,1947,1374,6124
531,1833,1686,6832
772,513,663,1905
166,1600,1349,2228
830,620,827,5457
235,1116,1291,3706
31,962,623,499
230,1839,855,1574
190,402,954,9260
841,1643,1326,6939
935,1757,477,4742
656,1964,159,5392
612,204,1290,5569
590,1466,857,3935
507,1939,720,1095
456,132,1723,4339
671,307,649,10192
254,96,1706,345
278,1265,1327,735
970,1425,1383,2854
699,761,873,3820
972,369,532,8614
721,898,606,6332
752,1252,1148,8704
55,998,1904,9650
648,161,553,4351
105,1091,1196,4587
580,1705,558,2561
701,1840,1147,10685
191,200,1477,4657
277,274,205,2508
543,1723,866,9506
174,1488,378,5955
769,64,364,9165
634,1670,1924,9047
84,1085,490,9467
987,1043,2,4302
947,910,306,6122
727,1932,1967,2325
215,1608,1438,4477
13,665,208,1555
36,648,1341,8369
26,524,1604,115
663,768,1112,5069
575,771,739,6065
69,521,1307,3775
153,133,1690,1362
437,1341,435,5415
764,685,585,3988
270,966,803,5126
540,717,642,8333
995,1645,369,7234
73,1109,786,6926
795,949,1348,10346
570,1952,396,2108
754,946,287,902
840,997,535,8905
148,837,167,7847
505,427,1725,1930
9,195,544,1726
643,931,1717,10189
501,938,779,3136
61,1279,395,2424
387,408,361,3494
894,83,155,6522
773,706,1961,2274
729,1447,133,2180
231,863,1403,8872
847,1259,1775,2682
583,341,34,10218
987,1435,404,6838
527,158,955,3475
549,548,1812,4484
688,1370,1767,7518
444,278,478,4153
320,1948,430,1609
893,1113,1235,1396
82,1562,1752,8033
433,371,1238,5484
16,954,258,3113
368,119,975,2515
667,722,522,10324
683,324,1343,5203
907,1073,1945,2804
581,390,382,4297
582,845,868,9424
254,131,1583,1464
455,1646,1955,2642
642,1372,483,8700
560,1775,1341,4380
532,1033,232,900
391,1485,1027,3234
319,1577,1278,3769
219,1772,396,3737
698,465,1952,7342
413,846,501,10241
31,1532,325,3891
714,303,971,1858
787,1571,1440,3913
753,1050,986,8413
15,1124,701,32
408,281,321,6407
827,528,262,2483
172,1663,1316,1768
648,394,512,9785
178,1203,919,1465
870,951,1854,1137
572,1466,1964,1006
496,1681,1114,2531
935,1857,1028,3432
103,1242,1141,6543
316,1605,114,6353
706,1677,1445,8512
767,302,111,3975
975,1882,1308,2588
587,1764,900,9497
782,1467,1140,7946
180,1093,621,2411
131,567,442,6594
662,503,130,9594
154,170,1498,5849
358,1152,56,9354
234,143,1074,4746
759,217,615,8719
164,1280,1881,5050
716,441,840,4487
426,875,1685,10344
676,944,1833,6699
487,1746,24,6391
212,1687,1559,3724
924,1490,433,10214
765,909,564,8868
156,95,1711,2000
688,41,1902,4612
74,1227,519,4955
434,1931,1066,968
177,1233,748,7754
795,48,114,6525
841,502,1702,9317
644,985,70,8631
636,1735,1359,9957
311,1673,1777,9006
831,180,1789,4972
126,1622,696,8062
376,1237,358,9104
344,1946,949,8597
224,1111,662,6085
16,425,1794,5217
496,1947,702,2879
992,137,1456,9394
472,1149,1904,2919
864,1332,1878,5668
310,1368,309,3579
757,1904,1584,9325
136,1564,1583,9513
474,1026,769,7438
216,1381,1669,7278
195,1156,1335,3693
200,894,1567,3047
365,413,24,8023
718,724,1691,8164
527,1299,1953,8610
399,443,998,9377
524,696,970,1256
589,367,1964,5652
213,1875,303,7526
340,1973,815,7576
328,1029,929,3027
958,943,278,3116
118,12,302,3782
424,159,153,9694
692,1549,1203,8503
835,775,1191,8988
841,15,1114,5460
866,252,1083,3059
372,30,1044,4935
648,288,1566,10424
178,1497,1428,3184
431,131,1347,4475
719,520,29,1929
944,3,1348,2930
401,1558,15,3571
393,1607,1839,7866
980,955,1253,2728
882,1412,1743,1639
565,1088,264,9934
78,377,1198,996
782,475,1289,10093
906,1839,1186,9803
423,1390,1488,6477
117,1523,15,5046
367,867,510,3228
105,1262,580,4599
104,1243,1018,1911
302,1456,806,9893
629,618,1318,3278
893,1703,996,5316
740,565,751,2035
147,1232,164,9959
865,1934,1542,3307
149,1600,613,7788
815,811,1822,3410
255,1071,766,5392
81,1744,208,1153
15,1619,521,4090
900,993,464,10541
192,627,1513,4134
722,558,1382,2493
73,1076,1753,5748
276,1227,555,1293
60,1380,824,3752
972,982,1081,9682
950,492,668,3301
535,943,1312,9862
534,328,589,3306
342,303,578,1253
394,1187,1503,9401
942,1243,1707,1915
257,187,1214,3359
197,1398,1109,7659
52,843,1831,1852
650,1088,962,1458
270,945,1821,5708
200,516,1116,5333
395,1491,1117,9156
377,1457,1364,1346
890,1235,1543,4969
675,1291,660,2554
603,1626,747,3922
534,409,1497,5239
922,1216,1722,7533
87,896,1546,474
397,64,683,8464
181,1685,1385,6138
866,1232,1309,3355
282,185,1597,7791
532,1157,834,9239
560,212,1996,6497
189,1525,1595,4033
204,1013,1091,3094
967,1575,1132,2409
43,679,1285,765
299,848,869,9246
639,1389,1309,2889
993,829,905,2901
700,652,1099,3286
681,806,1815,9258
278,1313,1084,6404
712,846,817,7485
384,563,633,8574
636,7,1392,4723
803,1780,795,10486
310,1050,1216,5388
877,1380,61,9019
527,1817,632,3845
856,1403,1300,3894
273,1138,1711,9537
481,898,1439,1249
805,909,1711,9983
450,378,1347,6007
531,1810,63,5793
530,974,65,726
524,1622,457,2831
16,1282,1957,1405
717,978,1959,7456
29,279,343,5340
469,201,961,4027
810,1797,1217,3800
303,1911,34,6300
554,774,220,10415
92,790,1376,9701
881,493,1711,7134
577,116,279,6810
630,745,948,10408
820,1017,1474,5487
583,1044,1096,4985
845,1530,1922,7050
161,496,205,9284
972,43,1114,7960
841,1493,604,10575
327,453,594,2319
966,793,1493,5025
780,1399,1153,7983
729,413,1818,7622
253,1585,1630,3397
439,336,1667,7321
570,275,891,8040
543,977,1247,10269
850,1922,1408,3524
119,240,546,4667
974,1420,1454,10026
821,724,1433,2373
513,1575,1475,6527
629,746,768,2021
548,416,1414,9120
978,1075,1399,6316
96,1020,141,744
870,45,843,7264
369,9,663,5029
416,1621,648,1236
256,639,615,727
127,177,868,8181
358,306,547,479
155,1816,394,5600
656,748,284,8351
56,772,1991,4932
581,377,1787,3376
947,1848,1561,5163
555,1083,867,2741
723,2,1598,2857
686,1981,1764,2863
652,1553,1615,2951
75,1508,328,6056
157,125,766,1540
84,1347,1227,4226
321,216,1268,2289
308,1321,831,6952
529,510,382,3001
283,1222,331,5777
899,899,641,10341
41,1579,450,5947
893,1227,457,4003
884,1552,1295,9210
133,948,1224,8934
613,392,1675,9862
648,398,1857,7219
403,1543,1718,4177
492,1716,915,5147
221,583,1521,479
228,289,824,7096
805,631,1170,7622
451,209,1319,6195
997,635,1780,10104
305,867,1232,4247
827,392,825,1064
908,1912,347,4263
118,1128,1443,8997
610,967,799,8514
861,1016,648,7462
937,1503,1857,6643
323,1288,1565,1481
920,315,0,1514
158,1284,62,1908
238,1344,1869,640
395,151,643,9408
319,216,195,4157
846,994,1014,3386
188,1164,707,6066
308,1080,1955,7798
248,721,1607,10137
537,639,105,6071
700,1094,1739,5986
505,89,1795,2118
393,1102,607,6972
651,893,245,6302
405,1692,1139,4084
999,1465,1195,4551
180,1775,897,7418
20,1126,283,5016
674,617,1301,2138
582,749,1292,6864
593,1526,85,5475
154,335,50,6399
827,173,1971,7438
866,1598,75,3966
558,1396,1104,4671
193,1718,1778,4286
223,731,1094,8347
398,665,1780,5249
748,45,1070,9626
279,148,909,3858
979,1662,876,9771
9,868,1528,9244
375,1000,773,5820
471,381,1126,10042
151,1677,1572,4679
855,1356,396,8421
615,859,953,9848
123,1106,933,1696
696,1484,214,6416
801,1977,1482,10356
552,193,157,9754
423,33,1125,1679
522,324,1967,1649
729,591,140,9944
512,883,1958,3296
925,1110,303,7006
170,333,1975,1219
849,283,465,6032
793,783,1100,3094
564,1928,1817,9910
124,76,508,153
174,1198,461,9152
503,244,121,9865
776,997,1986,3974
776,309,1395,2140
384,1619,991,10117
710,1296,463,5203
767,978,669,9272
683,993,77,3378
570,1296,763,7215
951,1327,1695,9672
105,1703,864,5985
946,1209,858,9095
636,1691,353,6495
527,1576,1583,9030
37,1643,1184,1032
394,1151,1745,7259
754,1790,1494,8250
920,1053,472,3551
476,1062,239,739
466,1360,1931,8150
721,1975,1303,8933
504,1939,334,9892
314,1091,693,5357
284,1841,385,5400
463,1117,1433,3596
679,793,851,9076
263,375,723,1899
609,201,444,9431
645,296,1331,8456
428,337,1968,4963
364,1865,1089,1462
180,1563,1947,469
733,1905,961,3337
875,1860,625,1082
993,938,58,9456
660,1254,1640,4338
243,1939,1377,8849
312,1780,981,3780
75,470,530,9551
880,851,1446,5866
261,934,912,10115
230,1711,674,9463
702,1517,1582,4792
379,685,1126,7182
645,349,1680,2939
308,28,965,2769
763,13,919,8708
387,824,1508,9922
756,294,1206,6429
776,1905,1060,4143
324,1946,634,1267
841,1517,1352,4997
878,1106,1579,1043
455,1592,1610,2360
511,464,1479,3567
342,929,1290,9857
515,1143,245,865
441,244,20,3750
548,393,1433,6209
582,1766,7,1513
261,1910,289,4099
748,911,360,10053
818,715,218,8876
462,922,831,2451
866,1791,793,10443
689,106,580,4173
607,1309,1772,8493
909,188,80,2025
226,1602,685,8551
522,327,554,9941
777,199,892,7739
188,1755,306,6155
208,1871,1100,8112
12,644,1846,4545
888,1175,1187,9759
161,620,637,2830
571,929,1936,10010
492,1681,1787,1683
434,1329,71,1564
4,1196,1676,1407
201,1491,268,5831
415,994,814,9937
11,1452,1188,5041
947,517,13,2328
396,754,438,765
340,1697,794,5432
751,1966,1248,4545
949,1359,408,7263
372,1047,270,6072
377,1717,1741,9745
224,1104,273,8791
181,1981,464,2941
296,1062,1971,2239
815,875,1992,1772
306,179,1120,9308
430,446,784,5352
689,483,848,7318
117,534,1121,1650
351,406,1336,7236
587,1171,1365,9188
45,22,1128,98
226,1825,1824,5022
355,940,1682,9645
293,1038,890,2689
239,1345,806,9405
347,767,453,8198
140,276,1447,5061
203,513,1888,7456
661,823,362,5500
641,524,1405,3199
860,1485,55,9190
844,1051,1855,3364
994,1983,1207,5631
268,1891,40,4095
312,259,440,6941
417,83,45,1754
914,1879,1542,3208
136,1461,135,2813
627,1195,908,7208
350,589,1951,422
160,538,1143,7396
666,707,1300,7985
172,1806,52,2313
129,51,727,4659
78,468,1935,10076
978,911,546,5530
568,1784,1634,4069
862,1675,1618,2939
56,378,1783,9896
399,1075,78,8925
362,1599,1031,5117
334,449,767,2949
133,1480,1484,5489
13,1742,1970,4185
282,689,1990,1214
805,103,1829,1440
658,626,1062,7341
420,1808,134,6193
126,38,1987,3355
771,46,35,1961
825,984,1384,6333
217,1940,367,228
904,753,1543,10545
744,1578,755,8804
880,596,1178,1328
679,626,1841,8340
654,1122,615,3150
488,1385,111,6373
996,1192,583,1422
259,230,1262,7358
217,1459,1942,9324
819,1326,71,3988
657,221,1100,1103
488,1180,805,2738
948,1875,160,8059
442,1614,1558,3123
98,1380,1708,1499
181,1908,1820,3588
168,368,1274,6929
232,1131,1299,1275
955,292,583,6318
92,122,226,483
628,1836,427,5447
471,1681,631,7350
515,1818,1414,6499
84,924,811,1369
678,658,1285,7041
518,264,1491,5645
380,154,1036,6969
406,1857,1521,9239
231,1815,244,9468
250,1377,1851,4287
84,758,1335,6938
318,1773,714,9667
192,592,1379,3441
634,15,992,2177
936,650,1349,1727
600,1259,702,9228
606,1497,1785,5776
886,605,1243,6929
299,1988,441,6397
357,666,1051,7805
556,627,1328,7767
764,1536,501,5546
452,1017,569,8250
884,1360,25,4843
990,1952,216,5354
562,773,1046,2278
505,717,309,4141
64,1438,645,7934
565,1022,1803,7926
951,1634,1270,6622
221,27,219,8601
465,1798,270,6191
71,791,1534,7628
887,1477,1785,8669
473,1613,1320,3191
679,1451,350,3084
697,1881,491,8584
654,8,1520,8657
18,560,1844,7736
521,1898,791,9615
983,1131,1268,9515
783,1046,844,3664
682,48,461,7392
414,1968,1381,1057
363,358,1625,383
527,1439,1400,1204
79,1684,1169,9370
795,889,652,3445
189,1921,850,3658
147,1902,792,8033
674,1157,587,4857
442,669,1309,7528
264,605,296,7641
871,1187,831,6555
649,15,1367,3336
508,71,269,7104
300,879,67,1716
465,979,1402,4870
364,1432,507,7438
398,836,1125,889
492,1831,1829,1251
541,774,477,4042
815,1938,1766,9007
479,1184,1696,2567
167,1417,440,3823
602,611,1317,5369
90,916,1115,301
722,5,680,8697
841,1643,1922,4563
299,98,525,602
173,1923,1689,4959
645,769,1680,4417
372,1545,879,2153
23,682,1556,3248
200,367,637,9199
730,1236,699,7469
6,4,230,7279
5,1425,1172,9973
629,1011,1249,4832
160,168,760,1513
596,151,1015,8967
877,1760,1573,9949
247,503,1978,6521
165,842,350,1995
427,1659,597,5125
144,39,302,4146
510,998,1555,3310
542,1216,243,7444
932,1763,1059,5195
508,1563,1177,730
906,931,90,3143
219,1382,549,2797
644,1225,1373,2422
575,1061,732,1195
75,1066,870,9480
642,516,67,4696
823,1708,335,8289
318,778,1692,5748
872,1933,1399,7251
37,422,1561,4300
565,1958,1724,2805
641,1253,1082,8684
729,353,1335,2091
513,1818,966,2753
245,1655,429,5766
139,536,1877,6674
807,86,1970,7551
257,1368,1289,8541
616,993,1517,1854
380,1436,1637,6872
847,648,190,5455
477,141,1892,7979
184,1190,167,3654
302,1462,1134,4503
493,863,838,5844
755,973,561,6168
163,301,1719,7595
643,509,818,6614
202,1369,1104,7639
407,786,794,4308
209,760,146,3837
858,1542,1692,2626
100,1629,1904,5452
445,185,903,3346
897,553,12,2438
782,1321,50,2873
970,723,1679,10893
986,1277,1498,8728
560,255,1633,8843
367,1511,278,5221
238,112,835,9160
726,1592,1512,5775
290,1083,328,5847
371,1768,1005,4803
861,719,1086,9752
430,310,1816,8417
279,1598,1452,5299
466,1190,1248,3480
315,1975,8,6563
988,923,684,3004
76,807,1934,1053
815,549,1219,5025
150,1855,1053,7184
395,1922,1213,1653
495,1012,1053,1792
296,1876,571,7693
668,1678,913,7540
709,1135,1765,4838
946,1168,1522,2678
895,886,420,3837
406,1675,1226,854
286,1648,467,9715
492,313,770,4992
916,916,22,9440
535,338,1516,6668
455,365,1395,620
491,1622,1242,5323
8,1379,1483,2782
917,941,801,10808
131,1246,863,9736
76,1447,738,9714
737,414,1829,5757
130,40,904,7878
996,702,78,5740
887,1813,1807,10766
411,473,1165,857
89,609,135,185
497,1335,813,2923
628,1755,45,3885
621,197,83,5347
888,1451,70,7739
353,897,912,9047
270,292,937,8459
391,1908,1573,8647
431,1006,1766,7171
738,579,1202,7452
471,697,1976,1132
755,1036,442,9427
307,285,1779,7186
507,569,1571,5169
54,1513,497,7869
36,704,1356,3297
899,31,1633,1304
54,1374,1357,4914
523,269,1967,4083
914,942,1598,8770
462,1928,1636,9771
696,91,1843,7386
477,1051,1571,5808
748,1553,344,4188
804,77,166,1545
715,1495,1231,7896
210,1286,1529,7941
225,1877,1749,3146
6,1547,721,7380
731,430,767,7754
822,1039,1732,6383
539,243,1371,6173
988,693,1690,1898
804,1443,1070,5506
211,817,220,1629
188,1464,143,5986
74,1877,1873,7772
753,843,658,4791
113,1850,836,3558
678,1190,1658,809
617,248,774,6479
150,1134,691,302
435,718,233,2913
877,1404,1753,9551
83,1401,521,6199
211,717,769,515
778,1562,1992,3297
833,1225,1271,6945
780,597,22,1772
460,1608,26,6107
936,1104,1619,8533
176,774,91,9082
782,1107,299,2491
311,646,1477,8329
693,1082,908,9942
158,752,1488,628
700,1633,61,4165
185,1452,1681,9117
470,827,1013,4036
955,1793,1729,9659
308,1327,614,5542
981,823,779,4266
245,1846,1435,8796
828,515,473,1112
975,1410,1792,4252
383,829,1071,3014
41,1682,1894,1798
284,1762,944,5763
979,430,858,10693
987,369,177,6774
922,567,1613,10359
299,792,1763,9903
988,974,1823,6437
900,761,1216,5738
435,1299,1097,10043
368,215,289,8917
873,551,192,4338
485,1987,582,6533
948,1412,1889,7678
435,1834,1393,4570
805,1970,780,3946
427,1674,563,4980
180,12,1725,376
882,864,1897,2756
897,311,732,6727
876,1221,299,7555
693,1391,168,8679
339,767,981,1276
490,969,1267,2684
494,448,912,4619
972,436,1916,7222
729,564,1620,9310
162,871,212,8324
557,1127,191,7106
455,1682,1403,7633
91,704,548,8629
104,153,1665,8414
718,1784,239,8772
438,804,798,5053
497,1373,687,9927
327,142,1212,2793
650,1868,1323,9425
540,94,1953,3299
508,1666,1032,2216
250,1432,469,5658
964,1709,1096,7341
190,1044,1481,6594
46,1854,1352,7122
878,836,679,7099
250,1780,1129,5087
774,317,1205,9637
884,1837,1796,10847
63,985,948,1748
849,1263,1546,3334
319,678,1270,10207
859,1547,1266,8799
779,1445,834,4380
523,1668,1930,1976
291,1826,674,3497
28,1462,714,6740
650,1246,1772,3640
436,191,787,7982
965,1553,306,2315
596,121,648,6938
585,869,1560,7923
762,58,300,6196
735,1140,1810,4684
46,1428,398,1325
416,1908,497,6414
592,397,1288,1412
450,1421,1669,9985
632,435,839,6751
554,1152,863,2849
657,1650,1732,660
73,915,591,2633
52,1841,753,7033
232,1805,1310,262
806,1320,1549,6758
874,743,1284,10718
199,1738,772,8331
673,863,1059,10163
548,1983,1301,1433
936,1552,203,8428
96,16,1737,9488
48,1016,209,4891
895,428,1101,4933
521,1329,57,2811
39,1534,1158,3933
913,521,580,5509
152,1106,620,356
105,965,909,9780
552,498,1041,6054
675,293,1999,8872
769,171,1586,8589
210,1859,1760,8350
201,445,1529,732
432,1633,669,8448
706,855,943,932
564,1384,1776,6706
146,849,1810,7628
498,1938,1751,2597
281,809,982,7594
309,259,1509,7599
754,296,619,5320
50,116,356,9138
494,438,1354,10006
408,1211,1991,3069
625,1489,1138,2289
272,1361,521,1797
457,1073,1963,4207
119,1551,1537,6876
700,1105,30,4354
45,332,659,2612
242,546,534,1338
310,229,226,3408
561,1468,1491,3801
330,1543,423,8297
10,31,92,6738
907,852,1925,6235
423,1129,1571,8201
47,1833,1332,8126
376,1482,598,3990
567,688,1665,1414
7,817,1530,3623
983,910,1258,3687
525,347,957,7279
726,152,1235,4619
369,330,1490,3363
439,954,1732,4972
756,1901,929,2256
565,529,844,3007
483,1299,1473,2208
272,1597,477,10029
940,697,1713,8281
900,539,329,10835
130,848,533,455
520,976,419,4937
723,761,1005,3389
633,1955,923,10034
113,1443,1349,4474
531,788,831,7683
498,249,1118,1339
338,1283,798,5116
20,1432,1092,2091
719,626,858,2003
32,782,1507,1410
132,774,1759,6471
919,1394,1806,3577
702,1830,1669,4263
974,1627,1360,6981
25,638,190,5477
363,334,1545,4375
600,578,61,2578
91,152,618,4507
544,1372,1877,6040
237,846,486,8111
17,1270,1277,2241
273,1375,1535,7362
933,1582,150,1886
288,990,643,7222
26,251,1986,5943
816,1153,1859,9077
433,1080,96,9719
910,146,1707,6652
107,1318,722,4360
972,683,1035,1520
947,1243,1421,2786
737,511,171,2688
323,1189,1722,9573
866,511,1854,3373
530,104,673,9604
734,888,875,7084
792,1909,334,8395
103,864,1553,2728
843,351,1568,6736
331,1519,1918,7731
361,675,1504,2514
920,4,33,5681
288,350,582,7473
443,1765,124,4009
36,356,526,295
347,1176,52,10047
891,869,1473,9395
755,1823,1300,2599
42,82,1985,7311
125,1805,526,1658
8,419,338,5604
525,1693,1868,5294
130,1442,1932,9745
324,1719,1288,2344
183,372,1511,6541
281,530,923,5783
894,240,1004,6137
52,1739,1276,1743
552,654,1474,10472
849,1523,1645,9368
869,1725,1714,2457
532,1741,911,4285
376,1142,1848,473
294,482,206,5048
207,1994,386,6380
999,1393,1376,10288
662,890,905,8714
476,964,139,5494
969,1036,663,6673
953,1887,399,8864
68,1508,1911,8344
842,1902,1739,2119
924,1083,434,1442
829,381,244,6255
436,1472,1099,8251
300,389,1600,483
26,567,1354,9190
627,1725,1029,3015
929,147,404,5251
653,1502,89,5585
552,9,1110,4379
105,1174,987,2602
585,127,1101,4064
571,1503,304,9328
809,1195,1522,2744
633,390,616,6908
946,1811,298,9964
714,625,1810,1063
10,452,1418,108
930,753,1324,2699
658,675,1199,2462
215,1133,683,9467
885,1225,167,8997
320,1677,1982,4490
459,1074,1135,860
956,270,1600,9335
814,502,1867,9144
525,1257,1321,667
578,1374,266,798
691,892,200,4931
876,914,1438,7877
753,1460,245,1140
159,151,1415,6150
463,943,1693,1022
997,1078,1736,2836
521,619,303,2292
635,903,1408,9191
272,46,1763,8880
240,1284,689,7916
935,785,339,10762
963,1284,285,3031
958,849,429,7715
654,1733,602,1170
864,1372,1918,10276
166,309,948,826
568,1361,673,3984
649,662,364,9170
326,1808,175,703
864,935,381,1023
528,1808,1212,9983
843,601,342,5017
272,711,1078,2471
878,1708,1223,10294
375,796,1686,6651
911,1801,602,2899
374,742,1564,7151
333,706,306,6645
2,1919,1290,8170
242,1663,482,1107
619,1597,132,9201
50,511,210,9650
881,716,252,5796
349,628,1428,6590
173,45,1477,7308
115,1738,232,1669
694,759,1318,4741
360,157,1428,491
354,927,506,4033
665,580,1053,7018
758,1904,274,3834
75,950,925,1596
926,1334,1067,4195
755,1613,1636,1195
80,1565,38,10013
228,121,143,1431
71,367,758,8503
402,1068,764,3793
217,206,1947,3938
451,241,1645,7226
910,301,1299,8070
754,700,1383,8629
366,1593,422,9761
825,49,1230,2712
589,882,661,4859
669,1089,1255,9058
559,849,1686,8264
311,1790,1160,4505
297,1960,1589,1041
23,1155,333,5569
109,897,1895,561
51,1215,1165,3313
938,1584,1671,8683
289,1965,1172,787
443,519,1758,583
466,1831,1129,2180
258,360,1681,933
323,307,1934,3828
650,1882,1104,4252
908,1392,241,7583
817,703,868,9926
337,1633,1057,6841
786,58,770,5589
555,717,301,2285
928,896,111,6904
421,316,1888,8232
258,689,1881,7286
624,1850,17,4342
738,1178,1807,7826
64,359,331,1688
162,11,1098,1968
163,640,282,9809
677,1053,1032,9222
38,1333,676,2971
664,1840,1795,1604
319,1714,90,8106
359,1750,78,4304
268,102,622,7326
323,1337,1270,5171
325,643,1258,8746
586,846,1634,5438
256,1184,1485,6715
199,1140,240,5056
437,561,1999,8175
609,297,804,846
103,1675,467,3875
371,45,1698,8106
904,1651,81,3685
163,1793,954,7250
112,1809,789,2096
614,564,0,1666
548,1251,1496,8206
105,670,1310,5359
698,914,1844,1048
363,94,492,1275
20,149,1046,4465
659,398,409,10155
997,147,380,1288
128,1144,294,9532
482,1553,168,8232
698,1166,36,1165
795,230,253,4072
198,1320,979,5559
746,921,835,6049
951,77,1448,4526
619,108,791,7211
520,328,362,4845
960,1803,1364,2024
419,84,1545,5307
225,1594,307,10110
929,796,630,3323
208,1724,1475,8486
244,924,1252,3164
287,1659,1619,7145
65,1260,977,68
867,1856,1269,6807
