db1.tbl5_fact.col1,db1.tbl5_fact.col2,db1.tbl5_fact.col3,db1.tbl5_fact.col4
1,1376,1,4539
101,1381,1,4059
23,1250,1,4843
57,1004,1,2178
405,117,1,1800
143,754,1,7571
18,123,1,8697
890,1417,1,720
17,1492,1,1988
1,1274,1,5774
947,451,1,9067
1,1947,1,2879
34,1833,1,8826
6,513,1,2421
24,1600,1,1325
37,620,1,1009
3,1116,1,9332
36,962,1,404
161,1839,1,6234
4,402,1,8888
10,1643,1,9100
4,1757,1,6773
261,1964,1,6591
128,204,1,121
381,1466,1,6461
2,1939,1,6282
1,132,1,5863
1,307,1,2866
2,96,1,3732
30,1265,1,3592
805,1425,1,4487
8,761,1,7173
733,369,1,2415
1,898,1,9033
579,1252,1,6636
2,998,1,2806
520,161,1,6666
1,1091,1,5362
679,1705,1,1466
3,1840,1,404
5,200,1,6571
22,274,1,8605
10,1723,1,9730
83,1488,1,4250
829,64,1,6347
53,1670,1,8409
124,1085,1,6626
1,1043,1,9217
62,910,1,2814
17,1932,1,806
426,1608,1,3350
10,665,1,7362
91,648,1,2817
3,524,1,9464
4,768,1,6232
9,771,1,8626
5,521,1,7421
4,133,1,8621
1,1341,1,9380
295,685,1,4258
1,966,1,2313
431,717,1,1996
1,1645,1,4996
1,1109,1,1743
38,949,1,9535
24,1952,1,1156
22,946,1,3205
41,997,1,8586
5,837,1,6764
80,427,1,6948
24,195,1,7203
7,931,1,4818
273,938,1,2041
130,1279,1,2079
11,408,1,2865
320,83,1,5830
551,706,1,6250
31,1447,1,7443
3,863,1,5216
533,1259,1,5113
2,341,1,6938
1,1435,1,4257
7,158,1,9522
130,548,1,9839
563,1370,1,7892
66,278,1,6340
698,1948,1,2386
1,1113,1,5430
1,1562,1,5299
52,371,1,3306
776,954,1,3321
24,119,1,6276
1,722,1,6393
3,324,1,3527
3,1073,1,6643
7,390,1,4915
1,845,1,9464
491,131,1,1288
27,1646,1,4945
85,1372,1,361
1,1775,1,1975
1,1033,1,3465
45,1485,1,2227
430,1577,1,5045
29,1772,1,5626
401,465,1,1851
243,846,1,5933
1,1532,1,3906
3,303,1,3776
77,1571,1,818
16,1050,1,2147
5,1124,1,7775
13,281,1,8373
16,528,1,7097
512,1663,1,7834
1,394,1,4470
5,1203,1,5956
31,951,1,4720
105,1466,1,7851
63,1681,1,6015
646,1857,1,4959
217,1242,1,6266
36,1605,1,442
3,1677,1,7885
16,302,1,9855
101,1882,1,7659
297,1764,1,9063
740,1467,1,3213
52,1093,1,9849
29,567,1,1897
1,503,1,1090
1,170,1,8675
2,1152,1,309
1,143,1,8785
11,217,1,1019
7,1280,1,4494
66,441,1,3262
31,875,1,7085
49,944,1,4291
19,1746,1,7102
4,1687,1,1358
703,1490,1,83
1,909,1,8443
633,95,1,9286
6,41,1,5412
26,1227,1,2388
1,1931,1,1409
1,1233,1,9674
14,48,1,9291
145,502,1,3729
4,985,1,5295
38,1735,1,8925
5,1673,1,323
10,180,1,2058
497,1622,1,3061
340,1237,1,3701
27,1946,1,5636
3,1111,1,3385
2,425,1,9454
710,1947,1,8998
3,137,1,9726
238,1149,1,4226
9,1332,1,3457
899,1368,1,3665
9,1904,1,3097
8,1564,1,7429
66,1026,1,7566
750,1381,1,4660
837,1156,1,9546
112,894,1,149
159,413,1,5731
38,724,1,7164
161,1299,1,9976
350,443,1,6263
21,696,1,5554
58,367,1,615
31,1875,1,8432
38,1973,1,913
439,1029,1,3014
8,943,1,5410
3,12,1,159
17,159,1,548
3,1549,1,5133
23,775,1,2901
486,15,1,7675
57,252,1,2266
339,30,1,8947
2,288,1,735
476,1497,1,3792
51,131,1,4318
1,520,1,1925
64,3,1,524
695,1558,1,9703
1,1607,1,5925
44,955,1,8810
531,1412,1,861
1,1088,1,6185
63,377,1,7493
20,475,1,5881
8,1839,1,7902
62,1390,1,1308
1,1523,1,6347
158,867,1,2822
1,1262,1,3866
6,1243,1,6926
24,1456,1,8227
9,618,1,2101
6,1703,1,9572
282,565,1,437
614,1232,1,2573
389,1934,1,4363
28,1600,1,309
420,811,1,492
553,1071,1,5309
12,1744,1,522
5,1619,1,1915
1,993,1,2926
20,627,1,9561
669,558,1,3291
37,1076,1,3230
83,1227,1,3578
1,1380,1,5610
2,982,1,2572
18,492,1,233
695,943,1,9815
8,328,1,2653
400,303,1,6251
1,1187,1,1217
57,1243,1,3540
50,187,1,522
350,1398,1,3067
1,843,1,341
2,1088,1,8251
3,945,1,3254
688,516,1,4682
2,1491,1,5634
1,1457,1,243
31,1235,1,228
29,1291,1,6704
311,1626,1,2603
682,409,1,8319
32,1216,1,4431
592,896,1,4854
128,64,1,9624
4,1685,1,2169
585,1232,1,2749
83,185,1,1309
12,1157,1,1594
91,212,1,1494
11,1525,1,7884
1,1013,1,4778
122,1575,1,6439
268,679,1,7109
131,848,1,8439
3,1389,1,1083
723,829,1,9674
1,652,1,11
7,806,1,2007
4,1313,1,3530
1,846,1,2293
12,563,1,945
60,7,1,8627
415,1780,1,6249
926,1050,1,2290
238,1380,1,3344
19,1817,1,2567
126,1403,1,1760
310,1138,1,5164
18,898,1,3876
200,909,1,2229
21,378,1,8460
10,1810,1,7020
29,974,1,4478
88,1622,1,5918
130,1282,1,515
8,978,1,1744
40,279,1,9122
510,201,1,7857
838,1797,1,1449
3,1911,1,3888
2,774,1,199
89,790,1,1781
13,493,1,4901
1,116,1,4423
8,745,1,9906
235,1017,1,5714
220,1044,1,5744
23,1530,1,3505
19,496,1,7673
43,43,1,2568
3,1493,1,9122
29,453,1,4626
1,793,1,7091
20,1399,1,5353
7,413,1,1420
88,1585,1,9523
67,336,1,2558
10,275,1,7871
1,977,1,424
4,1922,1,150
64,240,1,9706
1,1420,1,8096
1,724,1,139
71,1575,1,7066
161,746,1,1871
6,416,1,2062
22,1075,1,8121
666,1020,1,8182
666,45,1,4281
6,9,1,5697
241,1621,1,743
48,639,1,6425
833,177,1,4182
20,306,1,8269
185,1816,1,1992
176,748,1,5257
23,772,1,3706
217,377,1,1017
4,1848,1,8289
1,1083,1,995
14,2,1,9747
656,1981,1,6942
24,1553,1,9225
65,1508,1,8275
60,125,1,9728
1,1347,1,4526
10,216,1,5210
112,1321,1,513
811,510,1,1923
2,1222,1,1698
12,899,1,1915
1,1579,1,4754
3,1227,1,6817
9,1552,1,8839
32,948,1,798
3,392,1,8269
3,398,1,6225
190,1543,1,6698
756,1716,1,8934
6,583,1,1226
97,289,1,5567
4,631,1,9157
583,209,1,5923
86,635,1,5037
228,867,1,8504
1,392,1,2647
50,1912,1,7685
29,1128,1,2732
5,967,1,8825
4,1016,1,4695
43,1503,1,5546
111,1288,1,3682
1,315,1,415
39,1284,1,9735
2,1344,1,8964
2,151,1,4480
60,216,1,7200
6,994,1,8679
15,1164,1,9972
8,1080,1,7533
72,721,1,6408
19,639,1,7310
761,1094,1,8222
8,89,1,8322
143,1102,1,7946
4,893,1,5190
25,1692,1,4215
35,1465,1,2375
7,1775,1,3984
19,1126,1,208
5,617,1,8140
1,749,1,9174
3,1526,1,4303
106,335,1,6912
180,173,1,6691
5,1598,1,112
12,1396,1,7154
1,1718,1,4710
3,731,1,5041
192,665,1,1410
52,45,1,8898
3,148,1,5873
4,1662,1,8133
254,868,1,6276
3,1000,1,6994
7,381,1,4200
81,1677,1,2601
37,1356,1,4858
18,859,1,7807
472,1106,1,6806
3,1484,1,7499
144,1977,1,5040
2,193,1,9040
56,33,1,2944
380,324,1,8068
17,591,1,8361
127,883,1,6701
261,1110,1,985
2,333,1,1108
111,283,1,8299
549,783,1,7433
42,1928,1,4343
2,76,1,1554
1,1198,1,2003
4,244,1,8105
1,997,1,498
26,309,1,4950
1,1619,1,1422
3,1296,1,3475
15,978,1,5981
19,993,1,4374
39,1296,1,8734
110,1327,1,7311
1,1703,1,8981
1,1209,1,8548
1,1691,1,5644
13,1576,1,9419
1,1643,1,8442
150,1151,1,6179
3,1790,1,532
635,1053,1,8751
21,1062,1,1620
16,1360,1,1292
194,1975,1,3125
117,1939,1,4881
53,1091,1,4114
616,1841,1,9320
13,1117,1,3912
239,793,1,7160
10,375,1,1108
298,201,1,5428
4,296,1,5271
5,337,1,6497
90,1865,1,1688
3,1563,1,5988
3,1905,1,4472
6,1860,1,5682
90,938,1,3476
437,1254,1,2578
88,1939,1,2533
276,1780,1,4218
33,470,1,6938
1,851,1,2030
1,934,1,9336
36,1711,1,5959
7,1517,1,5419
3,685,1,6191
18,349,1,7765
82,28,1,9940
10,13,1,4820
228,824,1,5920
141,294,1,8410
138,1905,1,2811
896,1946,1,3416
5,1517,1,5953
70,1106,1,5434
339,1592,1,1717
43,464,1,7898
207,929,1,290
12,1143,1,4698
47,244,1,610
1,393,1,2354
899,1766,1,7646
224,1910,1,536
375,911,1,3292
101,715,1,3758
2,922,1,8949
1,1791,1,7158
363,106,1,3850
11,1309,1,8070
4,188,1,8546
38,1602,1,4831
13,327,1,4331
74,199,1,8498
21,1755,1,5230
104,1871,1,2996
334,644,1,6971
2,1175,1,2215
7,620,1,9402
15,929,1,276
753,1681,1,6154
9,1329,1,6554
10,1196,1,8339
75,1491,1,3549
13,994,1,6973
694,1452,1,852
454,517,1,4524
26,754,1,8680
70,1697,1,1554
1,1966,1,1762
103,1359,1,8776
112,1047,1,6800
8,1717,1,4311
3,1104,1,4606
530,1981,1,8703
14,1062,1,7757
75,875,1,3814
1,179,1,5892
12,446,1,6889
255,483,1,6195
10,534,1,8148
51,406,1,3203
3,1171,1,343
13,22,1,7746
582,1825,1,1424
39,940,1,8338
480,1038,1,4558
480,1345,1,9108
659,767,1,6648
457,276,1,1912
1,513,1,1340
611,823,1,2247
2,524,1,6447
1,1485,1,2952
1,1051,1,498
8,1983,1,791
59,1891,1,8202
11,259,1,3099
1,83,1,8185
20,1879,1,2817
15,1461,1,327
162,1195,1,883
5,589,1,1672
3,538,1,5003
4,707,1,8930
5,1806,1,2175
50,51,1,5236
19,468,1,924
7,911,1,4267
9,1784,1,8113
9,1675,1,2825
814,378,1,5108
3,1075,1,6870
256,1599,1,5721
113,449,1,9346
1,1480,1,2071
951,1742,1,7347
162,689,1,6545
93,103,1,4601
12,626,1,921
36,1808,1,6092
4,38,1,3483
1,46,1,6473
293,984,1,1444
461,1940,1,2802
2,753,1,1776
203,1578,1,8221
144,596,1,2293
2,626,1,3704
13,1122,1,826
13,1385,1,7712
166,1192,1,3742
297,230,1,8331
1,1459,1,4453
38,1326,1,2260
168,221,1,1163
202,1180,1,3440
2,1875,1,2534
29,1614,1,5613
344,1380,1,9552
6,1908,1,7931
14,368,1,2226
231,1131,1,3673
1,292,1,2161
349,122,1,8475
6,1836,1,9332
1,1681,1,1798
3,1818,1,9383
1,924,1,1245
1,658,1,7070
100,264,1,7894
3,154,1,4409
614,1857,1,1931
27,1815,1,2519
18,1377,1,48
14,758,1,134
100,1773,1,5676
17,592,1,2365
1,15,1,3510
408,650,1,7154
14,1259,1,4095
1,1497,1,2538
30,605,1,7997
71,1988,1,5985
4,666,1,2472
224,627,1,2435
84,1536,1,5022
73,1017,1,4336
13,1360,1,3523
752,1952,1,2306
4,773,1,5288
42,717,1,664
6,1438,1,5682
148,1022,1,7444
1,1634,1,5945
1,27,1,7775
243,1798,1,4850
14,791,1,4201
7,1477,1,7098
53,1613,1,5023
107,1451,1,3493
3,1881,1,5469
2,8,1,7940
731,560,1,9146
46,1898,1,1674
10,1131,1,1343
226,1046,1,8432
29,48,1,6571
3,1968,1,3050
3,358,1,6284
11,1439,1,4248
351,1684,1,6575
1,889,1,9656
3,1921,1,5332
450,1902,1,400
1,1157,1,1938
63,669,1,8374
3,605,1,1075
52,1187,1,2574
10,15,1,2398
1,71,1,9274
44,879,1,419
93,979,1,9353
91,1432,1,640
66,836,1,2085
24,1831,1,4590
27,774,1,359
65,1938,1,1804
98,1184,1,5205
76,1417,1,7890
45,611,1,539
2,916,1,4440
3,5,1,6889
4,1643,1,9906
548,98,1,866
165,1923,1,6029
35,769,1,8968
4,1545,1,4672
1,682,1,1036
469,367,1,8553
448,1236,1,2820
1,4,1,8488
219,1425,1,1427
16,1011,1,5495
6,168,1,693
142,151,1,7594
56,1760,1,1068
193,503,1,1133
1,842,1,9314
6,1659,1,7613
6,39,1,9434
7,998,1,947
24,1216,1,1616
5,1763,1,8255
16,1563,1,5716
9,931,1,6070
138,1382,1,394
51,1225,1,9719
75,1061,1,7535
3,1066,1,9694
6,516,1,7423
1,1708,1,6203
1,778,1,520
4,1933,1,389
1,422,1,588
51,1958,1,3498
987,1253,1,7670
1,353,1,2572
262,1818,1,8472
1,1655,1,6709
85,536,1,8997
69,86,1,8267
483,1368,1,2986
1,993,1,710
6,1436,1,3663
1,648,1,4631
12,141,1,1431
516,1190,1,4992
195,1462,1,5068
126,863,1,8839
30,973,1,2039
418,301,1,4134
16,509,1,5352
2,1369,1,2216
297,786,1,3357
5,760,1,103
1,1542,1,8337
1,1629,1,8947
54,185,1,6804
53,553,1,4462
4,1321,1,6297
130,723,1,6566
184,1277,1,6463
552,255,1,83
45,1511,1,9504
192,112,1,7964
158,1592,1,5991
4,1083,1,5753
6,1768,1,6223
20,719,1,3669
1,310,1,1616
5,1598,1,4247
19,1190,1,2063
1,1975,1,8972
1,923,1,7556
18,807,1,1059
134,549,1,2399
288,1855,1,2331
34,1922,1,1760
20,1012,1,428
10,1876,1,5378
2,1678,1,5030
2,1135,1,3877
211,1168,1,2117
18,886,1,560
208,1675,1,5442
109,1648,1,9578
2,313,1,2618
26,916,1,590
16,338,1,499
13,365,1,6348
33,1622,1,7905
875,1379,1,9722
247,941,1,9831
487,1246,1,9325
1,1447,1,7433
2,414,1,5957
1,40,1,4484
4,702,1,8608
15,1813,1,4997
69,473,1,1592
24,609,1,4408
485,1335,1,3884
638,1755,1,1608
2,197,1,3725
333,1451,1,7556
21,897,1,9908
17,292,1,203
200,1908,1,3855
1,1006,1,8302
415,579,1,769
85,697,1,139
393,1036,1,221
960,285,1,7357
27,569,1,9053
1,1513,1,3928
2,704,1,2388
6,31,1,2526
1,1374,1,5055
251,269,1,9638
5,942,1,6957
835,1928,1,1610
108,91,1,5444
2,1051,1,199
20,1553,1,5985
18,77,1,9353
22,1495,1,1370
31,1286,1,3572
1,1877,1,489
96,1547,1,3541
22,430,1,9057
209,1039,1,2181
251,243,1,3329
3,693,1,3635
1,1443,1,656
109,817,1,5987
847,1464,1,9572
16,1877,1,236
4,843,1,989
2,1850,1,1383
5,1190,1,9007
7,248,1,9882
13,1134,1,5630
76,718,1,2487
4,1404,1,1666
1,1401,1,3987
9,717,1,8187
340,1562,1,1824
23,1225,1,5829
769,597,1,5431
24,1608,1,5337
4,1104,1,4089
2,774,1,611
102,1107,1,9528
31,646,1,3869
52,1082,1,4326
160,752,1,4436
129,1633,1,2164
1,1452,1,8263
228,827,1,1750
30,1793,1,4946
11,1327,1,5173
31,823,1,342
55,1846,1,4684
2,515,1,3832
13,1410,1,2380
7,829,1,6106
8,1682,1,3870
1,1762,1,6069
2,430,1,2440
2,369,1,7907
9,567,1,7858
454,792,1,5430
3,974,1,472
13,761,1,8060
6,1299,1,3766
204,215,1,7827
1,551,1,7913
2,1987,1,8846
3,1412,1,462
949,1834,1,1174
40,1970,1,1668
2,1674,1,3322
4,12,1,8832
2,864,1,4370
1,311,1,8674
219,1221,1,8274
23,1391,1,4127
63,767,1,2794
7,969,1,9300
35,448,1,6186
4,436,1,3786
6,564,1,251
74,871,1,1621
2,1127,1,9911
57,1682,1,8458
331,704,1,22
1,153,1,2124
464,1784,1,1511
1,804,1,3853
8,1373,1,4776
54,142,1,7009
37,1868,1,3423
1,94,1,8432
222,1666,1,8243
818,1432,1,3008
2,1709,1,8668
456,1044,1,157
36,1854,1,6343
619,836,1,7599
2,1780,1,4762
211,317,1,2020
1,1837,1,5238
417,985,1,9879
87,1263,1,7924
9,678,1,4171
2,1547,1,5048
253,1445,1,2415
51,1668,1,2156
8,1826,1,3758
16,1462,1,93
273,1246,1,6244
7,191,1,8863
1,1553,1,2144
515,121,1,8424
10,869,1,5972
8,58,1,1603
3,1140,1,2952
464,1428,1,9965
3,1908,1,1311
66,397,1,7968
410,1421,1,6247
1,435,1,159
278,1152,1,3779
12,1650,1,1587
77,915,1,378
9,1841,1,3296
102,1805,1,8906
4,1320,1,8930
1,743,1,2501
677,1738,1,1864
1,863,1,7889
268,1983,1,492
2,1552,1,8114
11,16,1,7502
265,1016,1,9722
3,428,1,7411
366,1329,1,7732
23,1534,1,946
9,521,1,8894
80,1106,1,2485
7,965,1,2756
8,498,1,7629
136,293,1,7818
6,171,1,3034
3,1859,1,390
237,445,1,7835
233,1633,1,9436
23,855,1,3348
29,1384,1,12
103,849,1,9709
25,1938,1,1621
13,809,1,9950
963,259,1,8241
2,296,1,9908
47,116,1,6154
426,438,1,8179
96,1211,1,8453
410,1489,1,8512
7,1361,1,1928
4,1073,1,6814
329,1551,1,2833
11,1105,1,6979
114,332,1,4117
2,546,1,16
161,229,1,3867
34,1468,1,2346
4,1543,1,9133
23,31,1,8451
104,852,1,1064
1,1129,1,276
66,1833,1,2567
32,1482,1,4923
3,688,1,1931
157,817,1,3583
5,910,1,1332
4,347,1,8067
19,152,1,9749
89,330,1,480
587,954,1,4510
2,1901,1,3047
11,529,1,1489
1,1299,1,8153
164,1597,1,2093
16,697,1,830
112,539,1,7656
6,848,1,2701
312,976,1,8336
31,761,1,4931
656,1955,1,2805
1,1443,1,7991
26,788,1,6337
174,249,1,8976
50,1283,1,6017
1,1432,1,4274
813,626,1,6462
5,782,1,7559
4,774,1,2199
21,1394,1,8803
32,1830,1,8733
174,1627,1,7376
11,638,1,7890
15,334,1,413
31,578,1,7257
11,152,1,5869
528,1372,1,9976
329,846,1,5378
17,1270,1,9920
1,1375,1,5728
477,1582,1,1428
1,990,1,3511
3,251,1,1638
2,1153,1,4577
2,1080,1,8372
229,146,1,3397
43,1318,1,4678
720,683,1,5526
3,1243,1,7123
21,511,1,1643
845,1189,1,1295
273,511,1,9775
131,104,1,3537
2,888,1,7788
178,1909,1,8556
8,864,1,2117
30,351,1,2562
54,1519,1,6040
54,675,1,7401
129,4,1,7869
80,350,1,6266
1,1765,1,2543
17,356,1,6721
81,1176,1,4021
5,869,1,884
6,1823,1,1173
1,82,1,9977
13,1805,1,7039
907,419,1,5596
5,1693,1,4675
30,1442,1,7739
146,1719,1,8305
1,372,1,6689
475,530,1,6543
10,240,1,8984
376,1739,1,1316
1,654,1,3234
2,1523,1,51
6,1725,1,144
7,1741,1,3688
320,1142,1,5802
1,482,1,5253
68,1994,1,5619
1,1393,1,4486
266,890,1,7338
191,964,1,8152
24,1036,1,8117
3,1887,1,3731
65,1508,1,8941
2,1902,1,9067
2,1083,1,2945
61,381,1,4804
937,1472,1,1209
443,389,1,3734
48,567,1,214
32,1725,1,6567
988,147,1,1819
34,1502,1,3495
13,9,1,486
508,1174,1,7545
3,127,1,3016
1,1503,1,3480
65,1195,1,6930
1,390,1,6415
9,1811,1,5217
13,625,1,4938
34,452,1,3119
940,753,1,664
3,675,1,1024
9,1133,1,6317
1,1225,1,4443
53,1677,1,237
130,1074,1,6687
21,270,1,3344
4,502,1,6551
59,1257,1,2126
32,1374,1,7959
2,892,1,3218
12,914,1,1956
15,1460,1,6156
878,151,1,7928
324,943,1,229
137,1078,1,4939
435,619,1,5061
138,903,1,6816
485,46,1,2887
1,1284,1,6875
17,785,1,7606
150,1284,1,2820
44,849,1,2990
2,1733,1,9279
7,1372,1,7139
6,309,1,1994
4,1361,1,3046
7,662,1,6194
26,1808,1,3306
338,935,1,1993
145,1808,1,3600
291,601,1,3588
419,711,1,1306
13,1708,1,6364
7,796,1,5468
1,1801,1,4460
595,742,1,5088
1,706,1,920
144,1919,1,8234
10,1663,1,1283
682,1597,1,6110
13,511,1,2121
254,716,1,4497
5,628,1,3151
5,45,1,5307
48,1738,1,1834
986,759,1,7724
27,157,1,5879
621,927,1,5010
202,580,1,3863
217,1904,1,129
15,950,1,1346
10,1334,1,7370
2,1613,1,7133
764,1565,1,4643
738,121,1,3224
151,367,1,3477
5,1068,1,5098
4,206,1,9628
919,241,1,8448
1,301,1,5723
310,700,1,9946
8,1593,1,4747
13,49,1,3412
284,882,1,76
1,1089,1,3612
8,849,1,8002
699,1790,1,8697
105,1960,1,3393
160,1155,1,5112
163,897,1,6120
1,1215,1,2395
3,1584,1,1417
22,1965,1,7844
9,519,1,8432
12,1831,1,6054
195,360,1,1778
1,307,1,6315
79,1882,1,5765
1,1392,1,4159
1,703,1,4147
12,1633,1,2632
304,58,1,5441
2,717,1,3390
36,896,1,9407
90,316,1,670
3,689,1,3562
26,1850,1,6234
515,1178,1,5542
26,359,1,7659
2,11,1,8808
62,640,1,4659
47,1053,1,7422
1,1333,1,9323
1,1840,1,7462
2,1714,1,5631
2,1750,1,5356
4,102,1,9714
17,1337,1,8013
9,643,1,4452
441,846,1,2665
55,1184,1,4863
396,1140,1,8496
29,561,1,1516
1,297,1,584
18,1675,1,8559
264,45,1,8651
2,1651,1,120
1,1793,1,3285
7,1809,1,7909
10,564,1,3255
6,1251,1,4460
2,670,1,5566
4,914,1,1969
93,94,1,2532
10,149,1,9044
64,398,1,6390
31,147,1,1930
34,1144,1,1944
4,1553,1,8956
28,1166,1,3297
1,230,1,5277
14,1320,1,5726
41,921,1,902
2,77,1,9711
4,108,1,5966
3,328,1,3257
1,1803,1,5507
8,84,1,8934
855,1594,1,3554
8,796,1,7433
18,1724,1,1694
75,924,1,6496
72,1659,1,2130
688,1260,1,4012
344,1856,1,3253
214,318,1,1366
697,1909,1,8388
3,1365,1,6204
57,38,1,151
430,855,1,5181
60,1222,1,4524
845,1102,1,7095
1,841,1,331
15,392,1,3325
845,909,1,9082
10,1563,1,955
142,76,1,7401
1,283,1,4450
102,648,1,6361
613,16,1,2045
10,1846,1,5646
1,1455,1,6555
1,1243,1,3600
446,315,1,6875
125,759,1,7042
1,155,1,5011
1,464,1,3991
232,14,1,7849
241,55,1,5646
1,307,1,1576
5,1196,1,5020
193,1844,1,6724
29,1201,1,5755
723,1161,1,2214
21,892,1,1227
89,1613,1,9856
26,896,1,8556
653,1915,1,1948
11,437,1,5545
3,1197,1,4754
6,1000,1,3633
332,682,1,5589
23,1189,1,6659
8,1779,1,9467
33,998,1,9638
1,1910,1,4828
1,227,1,6139
5,495,1,5980
52,704,1,9202
116,743,1,5387
273,1550,1,5288
578,683,1,9921
12,1543,1,8888
143,690,1,4618
1,1643,1,2385
1,23,1,9575
1,1304,1,6797
16,185,1,3606
3,1907,1,7034
5,132,1,9921
72,1305,1,6748
8,1206,1,8845
36,243,1,7937
12,1416,1,759
2,638,1,1280
1,351,1,442
3,104,1,6229
1,862,1,7717
58,298,1,4194
217,896,1,3971
7,1070,1,1527
10,990,1,191
253,1234,1,1874
3,925,1,7959
1,1436,1,7369
24,373,1,7490
71,1977,1,7869
50,678,1,8450
118,1265,1,8347
1,653,1,5607
14,1114,1,3903
3,820,1,6661
165,1294,1,8086
386,703,1,2413
5,1833,1,24
1,325,1,6625
4,110,1,7959
1,378,1,1742
6,483,1,3161
32,1266,1,3372
822,797,1,9253
11,415,1,3352
3,1240,1,461
2,1239,1,2118
2,1949,1,6357
2,414,1,1607
169,702,1,72
1,94,1,6352
981,972,1,707
28,1888,1,1929
33,527,1,2799
8,758,1,9370
98,1024,1,8346
19,1483,1,30
7,1580,1,5072
4,31,1,3312
573,1207,1,6788
5,1751,1,1875
15,870,1,8429
8,1787,1,8810
1,329,1,1572
2,78,1,7214
2,1987,1,2438
101,222,1,7532
12,372,1,582
196,235,1,2255
113,762,1,5853
2,1836,1,601
38,562,1,9171
146,818,1,8707
64,1968,1,810
50,256,1,2486
142,1037,1,7399
1,1282,1,1447
134,1660,1,469
4,1374,1,630
41,532,1,3383
3,377,1,6539
299,1126,1,114
20,1848,1,1226
69,331,1,5484
214,648,1,1617
457,542,1,3318
135,490,1,7352
2,1835,1,7581
337,1685,1,6417
58,1422,1,4641
54,507,1,5734
555,1430,1,5619
4,867,1,4814
3,781,1,2538
26,1720,1,3175
155,566,1,7975
16,1628,1,2223
65,1817,1,8022
17,1346,1,52
54,1809,1,2345
264,1012,1,5065
2,617,1,6487
102,161,1,5831
204,724,1,4696
16,1298,1,4267
6,1139,1,1659
1,1868,1,7369
219,1979,1,5184
7,933,1,9079
8,1191,1,5622
7,14,1,4011
23,1510,1,636
108,1899,1,6422
181,756,1,175
11,712,1,9249
80,1333,1,9941
124,1089,1,8760
5,278,1,6157
1,170,1,9976
455,664,1,7708
89,273,1,7010
72,1872,1,2144
1,654,1,7000
256,303,1,1475
39,649,1,5245
320,1199,1,7249
827,1387,1,4103
726,904,1,330
341,1627,1,2674
1,1687,1,4623
425,1979,1,5233
1,875,1,6584
328,656,1,890
5,70,1,8022
54,1835,1,8954
1,105,1,9216
180,144,1,1681
1,470,1,5952
12,259,1,9254
255,1810,1,6867
102,1954,1,9096
1,1302,1,134
11,1707,1,6065
1,1718,1,1126
87,1784,1,2040
793,99,1,4189
76,677,1,2850
3,1110,1,3367
8,164,1,2912
840,237,1,2592
3,57,1,4284
38,617,1,4262
11,1702,1,7135
177,518,1,245
371,529,1,5129
7,775,1,9372
79,1637,1,4926
34,687,1,6832
5,1038,1,1779
4,632,1,6311
32,1663,1,8629
2,1836,1,6335
243,1617,1,5907
1,269,1,8986
1,375,1,9473
7,216,1,9931
1,1164,1,8642
20,1175,1,7669
11,1302,1,1955
125,541,1,8807
704,66,1,7394
158,1963,1,8931
2,442,1,1632
617,1151,1,5037
11,947,1,3666
20,1283,1,8261
13,1581,1,6875
5,160,1,870
456,1856,1,9586
7,1498,1,3192
43,1506,1,3120
3,1672,1,2116
220,1676,1,7253
185,1514,1,377
5,1482,1,1942
92,780,1,205
109,1318,1,8937
38,587,1,7055
50,996,1,5949
41,203,1,7247
1,1403,1,9742
85,569,1,4421
19,986,1,2426
15,267,1,3974
351,956,1,671
1,1048,1,3418
4,989,1,3066
1,560,1,1728
1,1927,1,5977
4,216,1,4027
918,1431,1,7863
4,474,1,6065
81,89,1,3815
1,1225,1,1704
51,1867,1,7622
891,636,1,7431
5,1939,1,4542
321,698,1,54
982,1639,1,692
46,1327,1,6067
6,109,1,8449
87,514,1,3433
313,1673,1,834
2,1822,1,5795
17,324,1,9354
6,1056,1,3523
5,1236,1,8665
353,1131,1,5861
13,1588,1,2027
7,625,1,9830
51,1560,1,3549
3,1168,1,906
3,968,1,6365
28,1108,1,1184
12,1910,1,1089
5,1818,1,1193
1,572,1,2129
28,1794,1,5388
254,187,1,3452
329,906,1,332
3,524,1,9404
50,359,1,1049
340,1254,1,2276
12,920,1,5238
602,934,1,6386
484,398,1,1635
3,376,1,7649
4,1505,1,503
2,1010,1,3570
2,1429,1,9272
502,1809,1,7317
598,1770,1,9527
1,1130,1,4648
48,397,1,4019
38,849,1,4217
10,1372,1,5892
64,770,1,5232
675,479,1,8215
2,1730,1,7849
1,1277,1,7432
1,1572,1,480
9,1050,1,2355
7,541,1,4865
14,1670,1,1144
24,38,1,2334
163,205,1,5084
11,554,1,7953
7,770,1,7575
274,1854,1,5272
325,834,1,2646
3,947,1,5445
6,941,1,6068
270,995,1,839
1,1813,1,7414
6,449,1,8192
16,50,1,5036
2,1803,1,2210
2,997,1,9585
14,849,1,5049
159,626,1,1960
303,1250,1,276
856,1623,1,4625
1,1352,1,9652
3,1513,1,9151
162,1142,1,1842
32,257,1,4146
7,1184,1,5676
3,564,1,7058
5,773,1,8182
14,1570,1,488
2,196,1,2128
765,1808,1,5406
1,863,1,6705
898,1425,1,7266
306,1985,1,5598
13,417,1,1941
143,1010,1,7736
86,991,1,4351
3,99,1,960
7,149,1,6631
26,1353,1,5793
