db1.tbl4_clustered_btree.col1,db1.tbl4_clustered_btree.col2,db1.tbl4_clustered_btree.col3,db1.tbl4_clustered_btree.col4
771,9126,1925,5944
681,9435,380,4586
320,3375,175,6366
97,510,1488,6177
168,4868,1831,6324
959,4065,1267,7773
310,3142,73,6994
729,2909,1922,2833
913,5213,1346,6012
911,2766,173,10287
342,1608,1019,778
429,1179,142,4754
931,8961,1701,7939
857,227,1670,9670
961,7342,1614,9787
555,807,471,2548
499,6360,910,3174
772,547,553,6633
284,5516,229,2624
637,1179,1565,10238
259,114,1931,4075
494,6661,427,9514
354,4035,497,2635
213,9340,1328,7676
816,6451,332,6638
199,9934,1607,8927
235,7682,1274,9829
852,4161,1103,9848
135,8469,173,6817
889,138,677,9932
947,675,1662,9044
627,7476,1978,1182
964,9258,1875,9031
916,1836,1719,6257
666,8872,185,5709
421,4366,1446,7821
900,2347,1863,6929
340,1065,1020,7158
828,9812,935,2922
903,7683,811,4381
341,5032,1548,3271
529,6405,862,8974
387,5840,1807,3907
3,3326,628,61
676,6224,555,4378
638,4506,880,10551
398,8921,965,3005
421,4851,524,5531
410,8049,1848,8866
212,7270,568,1919
559,5663,105,2852
557,9585,1143,3041
557,2902,754,3292
47,50,904,3502
186,7405,573,1123
501,8231,1262,1378
631,1179,684,9369
643,8960,1630,3105
970,2968,949,5463
530,6366,605,6665
952,8709,231,8933
786,8155,1046,3001
474,1060,117,6200
743,6415,1078,6690
41,7573,267,8462
603,4324,667,2030
260,5680,430,6547
47,9466,106,1746
920,4489,1479,3065
962,7462,621,9160
793,6713,820,7751
585,5830,398,4857
727,1060,1605,10148
445,9516,943,2268
220,600,1738,4204
620,1796,388,9442
646,8504,631,9107
939,5199,1191,4710
342,662,723,842
237,5777,1408,5843
154,8686,1045,8093
937,3975,1999,6544
840,3047,1206,3590
55,2194,1486,1367
386,6372,955,2539
893,3995,1040,5629
908,1731,390,1516
709,2901,1723,5813
314,4427,1197,1977
37,5568,1581,3331
340,775,408,6264
850,441,1084,2847
728,3048,110,6750
230,410,1506,3415
451,8300,1472,1982
341,7669,776,4557
452,3173,1242,7836
256,5868,453,3962
433,2936,1112,7692
208,6782,1443,4710
200,8078,823,9067
136,4829,1067,9982
639,5826,909,5643
564,1726,1192,4108
855,3165,1770,4673
393,483,1007,8480
595,6914,733,7677
720,6963,1001,4163
844,4139,1279,6553
796,1339,1975,1843
35,6201,472,9558
214,606,916,2874
26,5261,497,7956
657,6930,1605,7715
17,9661,418,6283
629,8626,713,9584
136,4218,1721,8213
578,3061,945,3986
902,1817,111,7203
825,4721,1401,8319
974,951,1381,2658
29,2806,963,898
72,9067,1746,5195
122,9700,862,9227
956,1179,1451,6831
986,3294,1024,8198
227,6865,795,6954
337,1179,699,10159
990,4217,1584,1532
272,7532,1752,2475
757,7493,564,3692
436,2887,1856,1187
901,9324,1830,3012
38,2883,1261,8650
920,4638,758,8196
681,1145,896,10359
425,1179,192,6124
314,1198,1591,860
613,7460,1651,5574
805,1744,79,3362
508,9951,1222,2079
926,3090,243,7510
754,9944,1469,9399
156,9268,612,2847
871,9213,1927,7831
776,991,265,10725
256,586,1618,5030
975,7811,1669,1034
869,8749,175,10478
854,3486,951,7065
634,9763,1058,1972
455,9347,962,9113
46,1060,1605,7047
331,1179,1306,8279
9,3883,1562,2480
143,4186,744,9054
430,8056,1441,9857
810,7976,1278,9564
151,3193,770,9325
486,5984,530,5006
135,3877,890,8236
586,4041,584,2316
872,2752,301,5211
25,3185,1159,7904
6,418,33,8043
590,4618,1697,8390
14,2234,1437,3061
431,7749,1464,9980
898,810,616,6123
399,7654,208,2184
206,9831,1255,2168
600,2904,417,7846
608,2774,858,9988
909,1653,1102,6874
215,4100,561,2893
501,5785,940,6606
458,6943,1865,5765
258,4398,1639,3381
328,1975,1180,3471
453,6498,275,3253
798,5049,1239,1121
374,9883,355,2576
463,5214,1298,6665
74,7758,419,7516
241,4790,1586,2035
16,825,1333,2358
688,5108,1303,3733
258,429,725,1565
122,3913,1034,1577
978,5804,900,10132
983,3721,822,10892
310,1381,608,5701
110,1755,1047,2649
255,3671,1657,3873
233,1179,149,2611
967,5487,49,10033
496,2911,1929,2701
867,5893,1375,2006
39,1418,1015,3630
121,4482,80,4835
449,5063,990,5163
726,1952,122,10463
807,1179,514,5474
797,978,1981,9254
792,761,1171,9085
518,6153,1896,8372
91,5906,490,7249
360,134,886,4333
945,2620,1423,10671
122,2573,599,2391
336,2305,300,2819
607,1179,651,1820
512,2348,1470,5247
602,7955,1632,5031
427,5145,845,9525
995,5562,1509,10768
432,5110,1796,10228
6,7143,1589,6001
119,1060,550,688
386,7375,1260,8481
349,9880,1492,1894
640,4723,1602,1548
690,6344,720,5152
97,380,814,4180
933,6046,1012,4273
42,1138,407,6989
182,6446,1786,7221
696,141,649,7808
564,4623,185,2989
739,5267,1409,7894
672,1524,1399,9877
234,5893,1746,6904
975,9244,535,2847
445,6403,1106,5354
869,2055,1321,9266
906,1060,1839,1721
199,1060,107,264
947,3374,260,2998
512,6239,1274,514
525,4321,1229,7951
989,8779,53,1313
212,9539,329,6346
377,7286,135,981
788,7338,851,5679
545,33,870,3127
485,7941,1651,3607
985,5424,268,8961
360,9266,1342,3474
781,1544,1060,1127
167,7533,791,3610
889,527,644,3143
930,3258,1633,9232
681,6327,187,703
593,1179,986,4409
403,3155,529,2110
827,895,1491,7542
136,5513,860,6189
232,5080,838,4047
114,1526,1073,9052
251,603,1908,765
492,8994,1893,6779
288,1085,1708,3327
48,2080,1084,5909
451,142,23,3307
515,9577,355,2856
890,9713,28,9406
687,5234,408,7023
271,1908,1176,3633
430,5476,1658,8236
25,1060,857,3515
69,3575,1500,2576
292,6735,1716,8440
405,753,225,5572
233,7774,994,3411
230,4359,482,7661
262,1260,113,3586
937,1533,741,10691
797,1594,204,2341
585,3920,1356,6436
120,3246,506,8837
462,1595,1282,6634
517,3240,1831,5150
23,1060,219,9964
705,3299,748,6991
679,7415,929,9711
376,2379,491,2641
499,2935,1403,9403
910,3509,826,9168
436,7500,915,9388
852,98,1643,7139
721,9927,327,5981
644,7158,149,9300
856,5386,805,5047
803,6151,688,5702
969,1597,1612,2436
498,5520,1726,5350
173,2892,773,6274
662,1060,1794,8209
599,6028,1521,3359
812,9045,425,7233
508,3181,1152,1901
777,9785,1862,4470
309,9047,322,5687
69,2461,65,1768
204,5004,30,1324
340,3079,414,5669
31,3647,1737,1602
42,5939,1618,770
117,3973,374,732
888,5446,1280,1258
14,1973,1128,6781
321,4373,1100,5659
910,3262,577,5852
626,8695,1127,9765
336,9949,1090,1455
531,699,1829,10178
689,8851,1412,7020
773,4190,238,7792
590,1650,1111,3012
380,7852,1328,7970
510,6777,1926,10042
912,7481,219,10622
119,7371,1896,5944
25,676,141,6785
533,8413,1159,9435
712,6730,522,5282
63,6089,1873,636
459,4829,1880,966
725,5341,1383,7460
313,1179,980,2535
982,3305,858,8670
804,120,1883,2098
589,7728,711,10478
215,1179,1457,1002
455,9783,1153,5122
985,6311,798,3218
735,8985,1394,9513
888,7763,1739,4538
539,7257,650,3788
991,5730,1919,7062
981,7439,920,5017
816,2122,1443,9563
712,4232,1210,2421
578,2308,68,5790
472,3283,1508,1982
358,6007,389,6261
125,6753,1577,8292
971,8989,695,8523
860,1567,731,4366
706,4311,1388,6784
936,4880,1171,7368
685,1179,811,4318
86,4326,1447,1547
342,8170,1012,6256
822,382,1389,7174
977,2201,562,3148
394,5156,1257,8322
483,1179,751,9077
665,4107,1235,9140
455,1179,756,7261
475,1179,1263,6590
209,518,1136,8641
524,5097,767,5180
675,235,1987,9567
999,5157,53,3669
766,6063,1782,5126
895,4393,1648,3443
575,1267,1977,2901
306,2170,1322,3102
75,9707,841,7121
21,1060,1378,2227
59,1179,1428,5238
385,9480,974,1995
55,3179,1689,8734
167,1060,632,631
411,1197,161,4734
716,3932,1205,9573
864,6481,523,6339
770,9909,1946,10451
190,1628,1996,7155
481,7798,1240,1279
918,2901,1014,3718
566,1179,1369,3806
415,2988,778,3770
339,8735,1269,4268
795,8615,383,1654
891,3417,1095,9446
775,8146,1548,8463
258,993,750,5280
349,9723,1977,7933
600,1179,1621,7002
436,4426,1739,9543
221,3515,200,1995
412,1572,1282,3777
349,5653,302,8363
481,1932,554,8823
600,911,858,8025
976,1179,1025,3997
58,5846,1024,4295
151,1060,954,6545
933,7850,390,4750
539,6303,1781,9801
224,7013,89,984
317,155,1970,4768
995,9120,552,5622
562,6887,805,3301
774,5456,391,8213
278,2729,1366,5826
557,7553,1573,7348
473,6898,4,8389
845,1697,1904,7690
617,9069,1365,7484
795,5541,737,9903
23,1179,1275,3966
518,5012,1025,3978
367,1114,1520,1859
995,1319,69,4616
998,356,1310,9916
334,7165,923,10135
432,8509,1297,5450
2,9532,1376,8164
257,2899,1621,7007
262,1019,1038,5103
120,6445,44,9251
719,7400,1210,8187
20,9179,720,107
904,9628,1731,1466
139,1073,1892,1407
476,8552,840,10158
791,3007,534,6352
288,3573,926,6333
205,3557,825,9969
42,1179,1215,4696
849,6281,676,4020
117,876,801,7629
4,3764,370,7856
206,1819,1125,3006
634,1,1924,7480
838,9884,364,5876
344,4915,427,9793
141,7676,869,5029
371,2189,885,5151
231,6171,330,1374
163,1060,453,6866
546,1179,110,1293
363,3057,907,7457
945,7927,1667,7390
983,5092,1903,4471
334,3156,486,9671
10,3314,636,2114
407,5325,1576,4263
74,4880,406,5193
299,1294,742,5557
946,478,568,3714
912,7725,575,4971
380,5296,1391,2188
709,4877,983,6189
852,1179,1144,1261
775,4570,35,1420
846,3458,99,2397
885,9059,705,6247
735,7421,566,1848
633,3461,109,4220
585,1405,1697,646
27,9690,1152,9454
462,5653,424,2189
395,533,1967,4987
682,4831,1588,8850
977,4442,320,3943
375,9414,579,3735
420,3302,848,6082
363,3403,1587,8433
894,9551,1918,10498
215,9449,789,10140
830,5117,976,7530
100,8120,1771,3730
757,9530,326,4626
92,8361,357,5292
574,3508,1053,2613
265,9509,1873,7719
205,7512,756,1512
79,8067,1103,6713
36,7347,160,1760
10,6651,537,5680
626,4395,1689,5316
89,1179,1248,2544
743,3785,644,1684
18,7390,1233,7110
563,8954,909,5858
373,899,1513,8061
785,2690,1547,3846
93,2525,1352,9569
31,5156,1038,8618
662,17,1716,4425
139,3844,1556,7833
569,5672,1267,9851
972,2907,611,3860
20,5771,1621,9934
148,1749,243,4591
220,1541,1326,4226
732,1468,76,1818
753,5118,1680,7252
218,9663,1678,1522
540,7535,945,7050
974,4572,945,1988
558,4062,1830,8970
907,8772,936,6755
57,5002,1797,9375
424,7101,209,9088
274,2960,1864,5394
139,4026,1754,554
22,1688,939,1890
900,2415,846,5012
377,3551,731,1910
921,9116,969,8843
372,9762,1083,1834
62,4197,1700,7760
563,4366,1993,2428
777,2354,436,4786
341,6530,398,10269
166,1060,1075,8139
150,1060,586,7860
522,4020,54,9185
987,3618,1092,4164
606,4615,1552,3471
583,1455,329,3780
500,4554,562,2961
895,9071,359,8677
998,7553,1387,4579
559,3473,1991,9251
347,2993,1294,8341
271,3093,1581,391
429,8426,1222,2204
942,1821,1413,1548
606,4485,1846,8735
232,5512,434,7607
559,2511,217,1378
207,2588,1930,990
452,5949,1545,2298
738,2076,369,8298
500,9938,1547,891
920,533,340,8800
588,3760,1928,1720
860,2695,425,5305
218,6225,1876,5536
871,7151,761,6433
80,9795,222,4519
548,9767,1652,1224
613,9306,1027,6864
702,7901,394,1296
540,5195,1937,3864
825,1676,511,6993
764,2535,158,7190
250,6572,1061,7980
737,1470,1671,3671
605,4672,249,5638
414,3798,596,7177
85,1897,70,6171
621,5350,972,4954
216,1492,1925,1055
195,6491,1402,2705
994,7512,484,5681
296,9603,245,3183
945,3105,1693,3988
43,7160,529,1674
392,9497,1003,1797
442,4468,1577,8074
89,9013,1403,6204
986,6554,863,7481
154,1236,598,2643
977,3348,861,5467
477,7733,730,482
620,4316,132,3201
58,1179,391,8469
109,4649,1789,8312
478,2808,866,3320
617,109,95,6121
898,8135,512,7745
732,5841,1962,9381
774,948,1677,9132
593,452,1007,7876
783,7922,1193,2756
48,8298,1432,2243
376,4,996,7950
31,5263,941,8174
485,136,1199,8037
600,8984,453,4428
939,3512,442,6024
991,9855,456,5728
530,1179,948,769
2,8606,35,9110
377,7968,795,3329
571,6523,1207,1426
930,8388,1532,4168
241,7971,1440,794
540,9711,1349,8674
586,8787,994,10006
581,9717,152,8967
594,4796,1371,7932
356,722,279,6350
684,7227,1488,10301
922,8285,354,3615
196,2894,79,2167
857,9339,1503,6259
418,9766,1432,9109
658,4108,1526,4772
272,4835,242,4045
501,2601,808,4148
34,8100,1573,7943
624,1208,1451,3490
460,2082,1518,1146
717,6692,1982,2784
669,249,1984,6576
252,8129,1333,699
633,246,319,10591
511,5782,1685,9827
47,7606,570,340
184,3505,1203,4344
490,7787,892,3036
272,3741,862,8539
612,9564,1242,7656
526,3307,745,4301
127,6777,899,9618
209,3882,226,4387
623,9448,761,4157
781,5018,1773,2834
141,4159,991,7253
172,5125,129,1871
864,8031,629,3382
677,2846,1040,10606
446,1227,1230,6014
118,1531,1567,6950
714,6742,1633,9275
10,4252,1405,3749
760,386,1194,5133
303,3680,273,642
759,5329,1406,3621
153,7275,1683,766
322,3797,703,1425
536,6291,1519,9520
976,2767,431,7722
444,5177,1429,8702
341,2104,1345,4852
220,8262,1088,7532
109,8688,1123,5514
409,7201,1344,979
417,1507,1641,9148
601,5472,393,5957
504,2752,1453,620
776,1903,1674,8000
39,3992,413,3070
508,8620,1554,3964
458,4237,114,3509
262,9848,1098,10088
669,2301,1686,9102
117,9980,187,8773
449,4871,1461,8256
767,9513,507,8069
413,5775,1416,2291
707,3834,683,5588
825,9382,1781,5461
822,3684,1516,3356
525,4446,1422,4334
460,4486,1793,9223
117,2435,1987,5722
216,1481,1112,7949
716,2801,489,4357
76,7906,1338,732
420,2860,242,3571
891,1179,1814,10031
171,1179,1767,4281
389,5677,958,7596
25,9440,110,331
127,7172,1975,9023
373,9458,1621,4865
653,3222,465,9522
903,4409,489,9305
23,859,1042,4517
469,4254,618,1865
743,1000,1307,4203
422,2202,1274,4775
176,8585,1463,2338
852,1060,1656,8528
746,648,1680,5290
830,7818,1169,3978
537,857,1566,1364
265,1585,162,2920
972,6244,1086,7683
873,6721,444,9564
628,9150,1727,9881
569,1682,1289,8433
269,1265,1051,7794
328,5763,369,5498
454,5424,848,3950
294,6838,315,6388
121,7693,1691,4343
158,1739,1970,9476
177,148,1722,2166
655,2686,581,7234
327,931,648,5831
879,2023,528,5059
306,1342,1951,1688
910,297,1461,5077
88,6064,251,3254
750,6214,1927,3385
37,4692,1051,5582
872,6793,654,10093
590,8468,206,5799
856,5071,1667,10666
838,6220,822,10265
345,6961,1019,5727
251,228,1017,4234
839,8158,1092,2244
977,1179,525,8714
148,9253,1959,6348
15,6139,1181,5757
366,1060,1264,7077
834,1384,1368,10573
832,7709,1382,2716
780,5917,1168,5952
117,7111,1861,2301
703,2121,1956,7020
316,582,17,7319
287,9695,1591,8697
907,3396,1590,8337
350,7529,486,4700
296,9139,1643,9299
193,7917,449,8654
391,2775,923,6758
442,7784,142,5141
280,1179,190,9658
900,1060,1962,2633
300,6172,1072,3267
897,1379,1339,969
425,7798,1497,5418
249,1179,1097,6366
933,6023,1119,8818
742,4033,16,5784
514,4957,391,8575
685,7508,1622,1315
751,7880,1612,6354
997,8641,1418,1874
405,3061,1585,9353
615,8816,300,4908
800,7776,1372,10442
243,7173,700,2783
799,4431,1183,880
366,9092,95,1697
784,7844,1617,10698
119,392,399,8074
849,2015,111,1205
439,5694,1654,9950
770,7406,1161,1349
503,3321,793,1148
581,7864,1495,6844
432,246,1506,8931
182,2599,341,415
460,4060,1659,1494
758,6207,1665,6775
117,2782,1700,5238
30,9337,13,1765
976,1834,489,5253
148,1179,1782,1089
527,3107,1869,876
272,4203,694,1677
863,1060,739,8327
384,8210,1486,1929
879,2959,1259,5199
101,3817,717,10044
71,2141,29,1817
704,3814,614,8600
833,1179,1078,2187
622,8181,23,7952
804,7983,862,5092
407,6525,511,9767
346,5890,1111,5112
851,1883,1242,6808
366,7409,1782,7201
829,8170,77,3414
788,3698,1359,5495
617,9843,1144,1517
548,4065,1691,3889
290,2558,1670,7984
421,760,240,548
180,8893,1971,1855
654,6647,1264,2431
113,2303,591,5278
237,3726,1967,8662
937,9504,1023,1520
93,4952,261,1559
259,8335,1590,8953
106,2739,30,6856
243,8396,1192,1398
422,5921,1208,10113
334,1179,672,8294
22,7100,559,957
872,7016,1423,1227
270,7957,1911,2264
985,2224,469,6141
139,7918,1761,6420
465,8918,693,10102
453,3276,180,7862
383,8391,1993,5747
593,7336,1163,4567
376,1179,1450,2880
437,1287,1877,2583
855,1884,839,8524
421,4213,1657,7725
155,4181,1606,1365
334,4417,884,6513
530,6401,620,9351
580,6160,685,5462
959,1756,1905,7783
131,4789,29,6329
767,5483,947,10453
720,6762,316,1827
500,9139,1257,5486
521,7268,572,3955
139,768,1213,8162
964,2895,1225,3779
134,394,1515,7195
766,8981,1535,2801
811,896,748,7618
406,6476,1670,7379
769,8557,1762,938
93,4912,1156,8916
883,5801,1491,9879
240,8795,1935,5255
748,7088,1084,7645
164,7436,957,3198
324,7005,1976,4804
659,9977,539,4071
217,6371,514,5205
939,9923,91,8069
619,1060,465,4488
230,9123,689,6329
581,4791,553,1372
732,3286,1680,4573
585,5165,91,3941
178,4110,422,7700
79,9558,1263,5004
353,8327,1633,5427
670,1179,1193,7370
867,2743,209,2961
680,5386,146,6930
825,3990,605,9632
900,3482,1374,6152
160,1822,807,7163
426,3943,947,4722
402,1345,357,2703
31,875,134,5300
120,2415,659,9884
726,8967,1476,1230
514,3904,1894,2459
384,4504,992,2245
739,1179,1896,4461
424,3806,548,4107
475,7794,930,878
559,6909,837,4890
166,307,410,9977
388,4158,1748,3294
332,8268,797,5060
522,4046,275,8231
749,1179,678,2318
789,364,1973,928
752,9490,1774,5435
470,1959,217,7200
703,4135,146,5765
523,1179,664,5188
52,3588,1985,2224
566,8916,1842,6645
820,3527,1178,4240
20,8405,182,6297
18,2006,1356,1267
964,8280,210,7028
855,1606,1009,3552
861,1060,769,3614
455,4479,787,5389
321,1192,133,6786
826,4530,647,4710
432,7877,688,7686
993,2655,1172,1087
58,318,838,4349
150,3165,732,5930
770,7537,1657,5853
439,5172,478,10306
883,4960,1403,9087
57,1546,475,2358
727,7689,1702,4810
573,1060,276,6692
657,987,569,6881
956,8615,686,1328
893,7414,1542,5382
750,6289,177,6601
292,5201,1341,6320
181,5934,1078,8790
880,374,1701,1696
606,8238,13,10601
77,499,358,3689
960,6650,1614,8707
653,7758,1063,7003
104,5243,1040,7543
260,2392,783,1592
606,4524,1749,6967
222,5550,1969,977
989,5151,349,4514
483,2033,1005,2279
701,4882,1634,3760
128,9361,1318,2305
318,3863,1953,2368
706,2990,1445,2695
508,9308,693,8026
19,8437,1716,8765
810,3412,1497,6619
751,9876,446,6364
234,303,1091,8691
596,2024,177,9710
605,449,1026,9330
553,9132,115,6529
875,533,103,2568
349,2471,928,2400
452,6181,1022,3372
585,2578,507,5430
983,8082,952,5150
876,2652,1669,7107
508,4977,29,5131
626,3758,595,9703
422,3897,1875,7168
189,952,871,6328
943,9690,1933,2401
124,6358,529,3919
5,3575,1971,3415
457,913,351,4481
890,3037,204,7159
553,4055,720,1115
569,3279,1451,6661
938,5085,1117,7930
521,7960,127,7529
88,3493,1632,7884
845,2022,6,6504
110,5760,193,6194
550,1179,342,3521
396,950,1670,740
970,9054,1628,7581
678,9822,1722,7802
10,4064,609,6294
621,8779,1334,3337
496,9462,992,10360
15,8874,1111,5675
32,1327,534,7264
744,8485,55,5637
488,9049,541,1607
187,4349,873,2449
735,912,1656,1477
570,8172,836,5571
457,9380,779,5760
50,7873,811,7380
270,8861,1216,1052
463,9103,301,559
42,9771,804,8820
538,1722,592,7199
567,7299,356,5478
120,1060,10,2358
624,5416,1481,9732
315,9803,1940,3664
114,8577,514,2602
620,5639,348,4413
991,5738,292,8808
453,5159,1497,3290
686,6760,387,3072
623,6461,657,8019
611,9785,1301,2452
519,1350,1201,9913
958,7766,374,6324
984,173,216,9048
646,8550,1396,5415
762,9881,363,9683
336,9001,688,652
239,942,973,7692
733,4529,1339,808
385,428,1365,5454
144,1944,1106,347
376,2355,741,8271
3,9606,470,6570
793,4373,415,8253
845,3228,1086,4620
327,7895,898,8405
196,4263,1561,7120
388,5555,900,7968
639,6513,1142,6197
260,4043,1711,4615
602,7679,1212,3653
836,1060,1955,3499
770,568,1041,9393
933,8029,224,8317
93,6242,1741,3255
256,2210,619,8645
135,8025,1094,5213
524,5394,446,562
979,7124,106,9899
709,343,903,3874
497,2583,1149,5276
177,6751,951,6363
111,3192,1675,2235
263,153,943,7662
413,7249,1743,4547
368,7444,1446,6662
935,4221,1846,4706
590,5403,1703,6128
377,7803,73,3634
767,1870,95,7228
585,7958,1133,5973
382,3252,376,8282
672,5940,1455,1916
510,3547,774,1167
712,3907,1810,2411
880,9576,1468,5336
819,7006,685,6887
376,7804,1720,8423
544,1475,1282,10535
72,4001,1587,6035
973,9349,1838,7208
503,3934,1619,5038
351,4990,1312,7624
804,4785,1411,2780
709,3863,1288,8646
324,2520,819,3993
387,4100,598,4579
827,7733,1538,1764
239,777,254,5835
975,8412,1258,2264
73,9821,1023,4743
30,1541,825,2180
478,1060,1414,7899
13,7739,1719,8717
716,9156,1543,2232
315,6055,301,1719
67,6643,1295,4559
639,6850,1565,6809
537,1179,772,2890
919,3520,1328,1499
695,6388,1131,4024
648,8453,1661,8941
290,4638,174,4840
617,3422,1872,3580
974,2081,468,1272
23,487,643,4139
414,9972,1904,458
850,3420,1519,8497
961,7613,1494,3504
705,1179,1848,4564
680,6437,207,5458
35,4983,607,4429
100,1782,396,3652
545,7555,208,3700
888,276,608,1175
38,9891,582,3743
210,8689,133,726
741,5362,1321,2942
790,8038,1817,7367
591,3928,1847,8693
749,4454,464,4407
171,2839,525,7093
837,277,435,5123
441,4266,827,4377
58,1519,1160,9419
409,1179,131,1399
533,4471,627,5504
364,5137,657,8085
366,6443,1937,2217
343,4204,78,8532
749,9247,911,3458
295,1465,1412,4302
340,1079,966,2961
605,9955,1493,2783
755,2494,1768,1593
522,6635,260,10269
628,9080,1499,10042
264,8323,661,5198
523,9453,950,10148
665,249,1616,8769
37,1065,569,7375
130,996,1592,1298
381,230,1035,7729
224,9019,1306,1171
142,403,1264,302
430,4076,592,3057
388,3963,613,2923
53,3452,1811,2325
23,8046,1612,3486
394,7956,484,5198
632,4222,10,792
118,5764,1117,1902
672,8431,1316,7270
982,7717,837,4164
585,6713,436,4209
184,8879,402,9142
947,1179,1161,2974
191,4269,530,8567
938,4950,1022,2834
731,2304,1396,3135
486,2147,1888,3025
632,2534,538,1364
720,9563,1434,10533
383,2592,88,960
811,1179,1824,2972
345,5271,1304,8914
472,2629,1795,4320
675,6797,265,1983
779,8287,1013,1620
951,1179,849,3122
2,9669,1716,8349
49,1107,1226,6302
924,7640,895,10818
875,4220,1776,4260
503,2387,1459,5324
983,650,1172,6796
210,5628,1505,1623
972,6815,1282,1016
527,1436,1580,2213
679,3357,1902,5915
282,3157,307,6907
378,4234,1264,3103
325,9171,396,9940
297,703,1737,8306
696,6053,1747,4710
137,1211,1254,5917
124,9606,1716,4719
933,1179,11,9198
391,8131,265,3409
401,7459,1054,6693
479,1061,1127,2039
400,1059,1536,9483
569,1179,1230,10007
361,8705,1112,833
65,8502,461,5500
427,9981,66,2644
851,844,1034,9743
713,3259,1691,765
520,4120,649,3507
431,8973,830,8761
934,7407,1829,10523
104,5512,1098,2241
88,674,1076,915
600,9476,473,8764
855,4331,406,2103
5,1485,1415,4840
157,9725,1919,8534
378,2116,923,3820
329,5370,490,7731
102,6830,1461,3295
222,1060,1424,5150
401,7497,1451,10005
682,3567,516,8278
544,1020,1926,3460
508,6492,1288,9715
692,6159,968,5229
183,208,481,7234
914,7210,267,6559
86,9165,1115,4347
580,6827,1413,2515
379,1928,1118,8420
537,4934,1748,10197
412,9807,1314,4950
919,1723,1940,5345
517,7474,862,1875
767,8727,1841,2536
693,8573,1759,10074
294,6906,1657,1486
259,3062,1332,3075
383,6125,615,6650
825,9398,403,7850
303,5877,1789,5159
315,5250,660,5532
745,5486,821,1787
793,5993,1132,6036
718,4038,714,9135
76,8466,1370,6831
679,4521,638,7146
853,3399,1744,4830
378,6870,201,2261
460,7059,1525,1000
55,3872,48,8892
806,8581,178,5891
80,8462,492,4881
995,3021,963,5721
678,456,976,7700
175,8537,623,1863
792,3327,624,9838
929,5918,547,7563
382,3456,1419,786
148,5266,1014,3491
767,9742,1676,8578
280,3873,1930,7298
344,5201,56,9055
789,3757,911,2196
790,9266,284,9802
408,2314,769,7438
717,3562,839,8076
973,4945,259,5503
921,7615,1207,8849
999,6400,1109,5066
29,2056,1187,6235
729,4416,1261,2910
421,1366,1261,3653
981,7424,1582,9597
230,1179,1522,1781
358,9363,338,715
161,2239,1820,1755
728,9107,489,5856
227,5243,6,9429
844,9552,1161,9232
220,84,602,9445
745,5031,1276,9798
72,9687,1698,420
398,7837,237,2056
94,1558,894,8860
939,5239,1359,2758
474,5175,731,6945
94,6544,1821,5975
905,4609,1338,7560
754,4457,1382,9876
884,3799,609,4892
804,32,161,6847
774,1784,1353,1257
123,1060,1452,4035
799,9577,673,1156
499,6817,1205,8944
778,8635,788,9804
943,8339,756,2133
620,2518,1516,10515
859,8734,1541,5423
963,2025,1032,6942
47,8543,1651,8731
812,368,55,4221
94,1179,1744,8337
476,7679,1682,8929
32,4427,1526,1940
117,779,302,3763
643,9675,649,8358
250,7666,1689,2627
302,2485,1863,4638
121,6287,408,5525
217,2749,1399,6175
52,4169,1439,1677
125,9207,1348,5543
158,6025,742,9578
670,7258,1008,5056
794,9267,1280,7148
600,9231,364,1989
175,2702,1219,6084
291,1015,1992,1778
944,4622,1779,7445
158,9861,1474,9266
490,8144,1390,1200
760,7788,1136,2646
356,6257,1653,2572
633,5206,601,1953
236,2273,468,8142
427,6267,626,4872
124,1642,614,4955
314,2392,1430,8131
278,4389,32,7262
866,2511,1073,9458
835,1576,1682,1585
603,7307,1779,6197
937,5567,664,8108
104,3738,452,7595
41,503,1386,1928
396,325,738,4081
640,9772,97,2058
459,4887,1462,3062
490,551,1996,4261
564,3928,1035,5664
167,8484,638,10004
601,9986,635,4088
758,9155,1193,9763
173,1603,329,6083
371,2792,1213,6679
598,9821,578,5331
880,8484,947,4049
149,113,249,1172
248,5674,181,9949
626,3156,1978,2019
179,1179,1209,5418
119,6342,530,2465
27,633,1881,882
820,4636,1165,10178
116,7778,1255,2870
702,7775,874,2367
656,9065,383,4694
831,2803,1975,4518
261,7306,1495,1377
653,9713,669,5195
625,5556,189,1358
895,5648,885,3816
784,5771,1195,10682
37,9734,1468,3535
196,3563,791,9512
524,1588,1662,5241
623,5729,1445,5477
436,9468,1436,2294
648,8265,1354,6121
683,1179,1186,3196
638,7684,907,5598
873,1888,1748,4388
409,4771,1507,10398
332,1389,1813,2648
530,4217,706,2544
943,4746,1063,3110
464,8639,1834,3492
719,5464,684,10054
157,6690,884,4388
159,4898,1768,3307
333,6178,1374,7854
751,6944,352,9878
375,9292,1940,375
78,9592,84,8346
843,1179,683,8454
868,5863,712,3496
842,293,1844,6976
196,9769,178,769
119,4268,1959,1667
759,7197,1059,9136
650,4058,1169,6695
225,5282,379,3717
594,7195,86,8819
409,5544,314,8248
537,8495,1981,10349
639,2951,1729,6328
912,4761,486,2808
734,7018,542,3189
338,9953,437,10330
555,5756,1366,5971
595,2930,675,5978
918,2716,252,2323
536,6966,617,5074
219,5825,1058,1405
292,9541,1598,2431
203,3375,689,2881
