db1.tbl5_dim1.col1,db1.tbl5_dim1.col2,db1.tbl5_dim1.col3
280,4460,1371
100,2383,1994
39,2335,1698
139,2972,1377
3,6570,941
22,801,624
695,4503,1512
239,2396,1151
576,6288,1704
784,421,574
46,5509,301
2,6379,1777
144,651,550
1,4876,1373
1,6421,67
5,6546,1176
1,3361,829
94,2709,1271
253,9626,1739
158,2536,862
2,3107,1146
231,5183,786
277,5234,1298
1,2421,170
22,9079,1560
97,9364,20
12,6463,1816
437,4713,1802
29,243,944
1,908,285
30,544,782
42,6763,827
707,304,220
13,7422,848
449,7544,1750
6,9403,1674
17,5396,747
88,9061,1317
425,6949,677
184,1576,957
2,119,1113
2,5053,1936
1,9784,1368
59,204,1816
15,2566,715
395,558,1001
924,3703,396
403,8547,256
1,3155,828
660,1175,202
1,2162,81
16,9792,929
5,8800,960
2,5292,886
2,8203,1349
7,9796,1629
1,8509,936
1,2636,632
118,3640,286
61,4787,1348
1,4159,1998
14,4106,366
53,3032,305
1,3972,1499
811,4333,416
322,1141,122
3,3907,706
27,8432,2
25,2434,1703
7,1641,964
166,170,771
78,1809,772
362,8613,568
1,1047,594
52,3285,667
948,3231,278
207,2282,204
7,8666,84
2,4577,1161
14,4874,1907
13,6964,1080
45,4415,1393
1,2486,770
10,638,1140
337,6706,1298
69,5697,1469
15,7212,623
6,6908,1851
5,6356,1509
152,2978,1446
14,9744,1065
4,702,175
246,3072,1366
4,8919,423
1,2625,32
34,8142,601
5,2673,1401
1,3110,1726
24,890,212
454,8968,1117
70,3872,806
1,1576,527
10,9922,1154
4,2171,997
85,7195,362
17,1710,267
2,8195,1563
17,7485,216
599,4033,1004
12,4241,545
379,7578,1435
20,1309,692
163,7347,1472
201,5163,1020
167,9416,1515
67,5244,1561
701,6979,1804
586,6969,1322
5,9270,1502
102,8111,1809
81,9318,667
2,4632,53
4,6755,1897
6,4904,800
7,4253,95
336,7176,204
163,6603,709
237,1296,1304
522,1915,1713
26,4513,219
292,6464,140
102,1279,144
18,1181,157
2,5425,889
14,2053,631
3,6872,1240
5,9653,947
5,1580,1906
167,2560,1200
25,4678,91
213,6555,1597
400,3683,1654
55,8758,1879
12,9417,236
342,6526,528
39,6935,1410
343,9815,1242
4,1326,1444
39,6759,1074
3,7471,1984
105,1501,748
45,6459,497
36,1538,510
67,6186,1655
9,3083,721
2,213,996
235,177,1113
10,2085,395
921,3033,1684
21,5809,1542
22,7427,155
90,9154,1844
83,987,490
2,4257,0
4,4095,1360
3,2962,268
1,1223,1562
1,6692,551
70,3990,1789
23,7455,1962
455,5952,335
5,1397,303
204,1845,1702
1,7094,1798
253,6369,225
555,6087,1009
61,2880,964
139,6574,1006
913,2218,1658
10,2334,724
1,3095,314
93,4876,941
1,8796,1311
40,9055,330
49,8315,787
45,6759,1601
2,1296,557
1,9374,262
502,2628,943
32,7457,1785
6,865,1481
181,1743,1067
557,5658,1386
12,7805,496
1,4622,1598
100,5817,1334
501,5775,1811
864,9922,1201
248,2064,1020
4,2341,173
8,4257,154
2,3330,1807
117,7713,1748
2,6019,1374
14,8532,690
30,9201,692
10,802,1469
2,3150,387
5,7604,180
64,962,1654
129,8434,280
56,1947,1710
774,1480,561
55,2420,1050
3,8798,310
22,5297,389
294,9519,1485
6,1941,1010
140,3271,1331
200,9428,1218
610,7537,1529
11,7060,691
4,9733,1743
25,4255,1295
954,4664,680
481,194,936
5,5188,1823
2,1506,1087
20,5396,1012
2,9837,1829
164,6963,846
1,752,1993
3,2980,1269
1,821,1295
3,5814,847
1,9206,1592
87,2782,1350
40,4076,464
3,5275,1200
3,8706,160
5,7771,549
221,7637,746
2,6819,892
1,8510,385
25,4424,653
364,2107,589
3,7872,1271
1,3932,1831
22,937,699
135,4478,542
57,2383,1721
13,3914,608
1,9521,263
5,787,528
547,4841,1588
3,8466,1855
56,8867,1683
500,9449,77
22,1019,98
16,7612,808
2,1247,1869
865,3301,304
2,6068,772
21,9138,1877
2,6156,475
8,3601,678
420,8411,531
69,853,984
1,4401,75
780,5808,627
198,3830,1546
982,3982,1392
170,183,81
172,4585,645
105,6774,1578
13,7565,280
6,4032,407
29,1248,222
2,888,1038
125,1608,1203
981,8855,150
50,1744,1951
342,8036,1420
2,1737,766
270,625,1401
500,6326,206
299,6943,734
61,8678,1410
577,3882,1066
750,5157,794
251,5231,55
34,5871,103
292,6761,469
9,5958,991
8,2916,402
8,206,940
2,5481,1633
59,1368,1433
79,353,220
350,2931,95
102,5930,1531
193,9074,614
97,8147,1861
104,9757,879
7,373,130
775,7811,1466
67,3925,969
46,6045,1994
319,9258,1385
13,7476,27
1,3492,668
3,3976,1982
238,1750,607
134,2050,209
1,563,1072
1,911,772
59,9576,1259
632,9869,1144
2,2230,1043
34,8576,363
245,7395,1789
29,6253,1506
8,8782,811
209,1634,38
181,7318,294
281,3500,749
663,644,308
2,9370,668
7,5761,1273
901,7178,1498
48,1565,1
85,6134,976
420,990,48
99,7257,1953
93,8973,379
1,3752,790
25,6818,555
87,4606,108
236,5711,1708
12,2599,1152
1,7124,86
9,3307,1417
14,5334,740
155,1817,1667
1,7507,109
10,4718,214
16,4694,1451
34,9431,1116
799,3841,1341
144,509,265
3,8615,284
64,5765,598
7,1758,666
244,455,1787
2,5566,49
2,2301,364
1,3789,1122
33,159,976
1,758,1701
1,285,1723
7,9267,1221
221,8909,265
2,3312,1514
8,9209,256
15,1886,1256
395,9159,1036
20,94,1024
26,7723,482
4,6712,1335
84,6568,764
1,94,541
767,3174,105
23,9750,707
1,4482,771
37,919,1076
26,9834,309
3,2518,556
3,6114,697
4,5579,434
1,4829,1923
30,8229,1544
404,2576,66
563,6164,713
704,2890,1911
50,9134,1651
59,5450,759
6,9964,959
424,3481,1826
22,6870,315
5,9888,875
774,5338,992
110,8656,257
18,5265,1523
1,3101,1964
2,1915,1708
2,4740,1785
483,9405,629
809,3002,17
4,2252,1790
23,162,1964
211,1358,1545
10,1176,1497
22,9048,305
431,7419,150
3,5714,1445
956,5657,845
17,4441,725
4,8297,1892
447,6425,9
1,951,1769
69,920,1910
1,7162,3
669,8063,1916
67,423,1061
11,4301,1112
13,8962,274
2,7842,605
8,7344,99
487,8114,1027
233,7298,709
79,4573,1700
786,7207,1024
41,4455,1203
2,1233,1979
117,7831,1991
47,6725,1455
15,6287,651
2,9717,1093
90,8252,109
16,6464,1754
43,4994,842
6,6308,1366
2,6413,1462
8,9080,1505
331,5893,1806
2,7208,1052
19,5568,560
5,8867,1077
755,1977,1757
1,5673,1383
4,6317,902
16,8354,1930
4,5850,717
111,2083,1532
9,9420,506
194,5283,874
35,4453,755
14,9652,69
9,2122,1142
3,6955,733
4,4503,457
2,6260,969
330,1195,183
34,5557,822
21,1609,1911
6,9410,252
27,8099,210
415,1490,1806
341,1691,426
50,4844,536
30,3739,1089
3,8640,800
100,6951,1227
334,9404,809
6,4305,103
15,9289,718
1,96,56
346,7148,273
1,4147,1913
109,7462,432
2,4659,390
136,1584,1365
69,8144,173
99,842,1800
65,7749,271
11,9554,1672
58,5143,555
3,4582,1925
4,3764,1965
1,8279,1649
55,9264,1448
304,1891,949
10,5945,1844
3,4769,29
268,3878,670
70,2497,993
451,4614,369
1,9877,213
11,3099,404
477,5626,1871
88,646,1715
19,9000,308
12,4249,1130
456,2547,1528
284,79,1130
1,1456,1255
1,2470,806
26,3665,869
1,7441,1988
4,4626,1253
291,7204,983
10,7990,397
16,1923,411
2,5209,400
51,4973,1827
1,7828,173
63,9067,520
150,1664,1870
388,2405,177
44,7458,1901
7,2790,1138
330,1209,677
49,6821,1903
8,7737,1898
6,8503,944
6,7839,1159
1,6679,812
1,3686,1325
1,5095,783
6,2864,947
20,3975,1537
2,6243,1098
276,4347,1750
1,296,187
664,6503,1516
1,9225,500
455,1889,176
4,7731,1745
906,9166,272
28,4658,1586
1,6748,1087
5,4699,1972
639,9226,860
5,9426,736
8,6104,1093
1,9685,546
4,6236,986
4,8489,1368
119,1513,885
25,6629,487
2,8773,1957
217,8846,48
55,1038,576
4,8879,348
3,1604,673
570,5029,14
66,6798,1288
237,8279,1581
3,9033,302
46,7576,1021
1,5195,719
48,8156,1014
3,6099,1718
84,7948,1512
601,5935,1803
17,6284,1096
6,4227,1311
1,5022,533
85,7354,1106
45,9583,516
33,3246,346
620,9003,135
850,6550,1871
120,9481,172
2,6492,158
672,231,511
7,5073,804
1,5444,103
3,4153,281
281,5383,1500
3,2102,1725
11,4042,337
4,4155,455
1,9635,724
38,4963,409
62,7262,557
210,3285,190
13,3642,1168
2,7897,1599
74,2701,893
439,2861,1047
1,8325,1198
2,7334,1281
7,2073,1128
73,7567,427
28,3917,719
116,5031,79
1,48,1790
242,6196,418
911,2108,1328
1,6617,313
23,8983,1087
143,5573,1266
20,1878,1845
48,3862,980
554,6327,1999
32,8821,1643
3,4708,1451
141,9935,1476
9,4070,1204
5,6875,197
4,3490,333
1,4668,529
605,1689,952
38,2614,1289
715,6911,1463
356,8213,1355
1,5603,1670
4,9370,344
6,6149,1206
22,6106,1170
120,2721,744
92,6777,130
910,5044,902
564,2732,1527
2,4884,1518
350,8504,1284
309,9538,1187
41,2679,1668
7,8712,1434
3,6995,233
3,9885,1038
7,2632,482
24,8207,759
44,3554,638
6,1343,1453
8,1504,1044
1,3171,1319
1,5488,822
499,9518,49
1,2852,329
1,6154,279
3,5559,570
147,6423,1757
90,4012,1618
71,4229,1290
42,516,697
3,8606,1765
11,9456,512
20,7912,1038
44,5005,543
2,5238,1263
132,7698,88
6,4512,745
79,4513,1313
26,6970,525
47,6782,707
12,5831,852
16,3982,310
373,1640,731
20,1641,718
214,1831,626
11,7854,1643
106,8595,1221
3,2024,581
538,7973,1098
783,1027,789
478,3832,744
8,647,369
4,327,899
2,8192,1790
387,4534,1445
1,4671,1296
69,6134,235
7,2880,1756
2,8198,416
2,640,189
381,8500,356
350,7802,546
4,1444,1375
1,933,884
376,9536,72
1,5040,222
1,3867,94
264,7789,1332
255,1921,1342
3,432,653
1,8021,496
1,9564,60
17,6193,1460
13,3383,1229
2,5159,910
506,9410,1555
35,5570,1158
237,6977,1174
1,9832,406
820,274,1930
241,2729,294
5,866,670
1,7899,17
2,3195,1858
13,9383,642
1,9675,1215
1,1539,90
1,4785,976
241,2192,1308
34,9339,1261
2,6260,908
4,2384,1817
69,3681,808
6,333,895
93,7217,1084
190,5629,766
6,6428,1300
9,3308,42
1,5520,412
260,64,1175
52,5308,1160
434,3266,1409
2,7194,164
745,1194,773
111,2012,367
2,5507,506
18,1644,706
105,1824,1051
1,3065,56
193,8389,1106
676,24,341
1,3327,438
467,577,1961
18,4887,428
27,8784,1633
302,2056,65
46,8558,710
8,5689,1186
135,3144,1045
2,2954,908
82,2598,1707
185,3349,58
7,1587,1124
801,5010,339
68,8058,688
1,8858,120
777,7700,329
147,8985,744
103,2293,1577
4,7416,72
19,2027,916
477,8240,864
6,2439,1523
13,2726,1908
4,3185,607
3,5405,382
1,1111,1908
140,495,25
1,4345,1700
30,9841,273
1,3298,16
887,9922,592
114,6610,1050
63,6250,674
2,8888,1948
29,3809,587
24,2703,511
8,2494,438
2,1292,522
9,254,713
54,1289,1608
22,430,1425
40,1578,1624
41,4810,846
3,7199,1191
1,9381,1911
28,4875,1085
447,3773,1376
966,8262,1526
201,2347,923
3,2019,1658
63,2861,1822
3,4914,1725
42,3334,762
21,2047,1465
10,1254,1592
68,4876,1081
345,1737,323
7,8495,1522
21,8743,592
17,9912,1510
4,4309,1396
13,8595,50
1,5755,322
27,3355,403
124,7229,1440
9,9012,154
150,6584,145
155,8549,1497
888,108,1634
33,6284,788
12,6387,256
67,8798,536
61,1858,1830
910,5784,604
112,2272,1974
6,5293,56
2,8908,337
212,7167,1750
2,9671,1314
62,7733,1012
1,962,15
122,3859,1609
197,3922,1987
932,5218,1045
710,5758,1551
117,9410,1515
4,557,1778
1,384,1128
36,4520,1684
174,4486,1757
1,7091,303
29,2991,86
416,5265,1949
66,919,945
94,6696,1768
20,7678,1017
654,5990,769
9,7253,321
10,2965,16
27,5003,1605
45,3623,184
31,1758,823
257,7871,1812
290,3100,33
1,852,254
49,2223,1180
887,559,1727
50,4582,1372
97,3261,1179
354,7442,1176
369,8100,627
1,3675,428
3,2083,1529
358,2040,287
83,7796,162
64,100,1366
351,1669,630
235,2088,608
156,1260,1024
1,4906,1476
195,74,910
3,6879,1971
1,4955,1559
22,5564,1414
650,6990,1438
428,3095,1539
875,8809,1019
4,4123,463
102,9299,847
1,3971,1752
230,9693,1916
28,1869,219
973,667,1205
3,7339,807
200,7982,674
2,8178,1226
5,6949,1765
5,2243,1372
42,646,1969
9,1019,1687
15,6644,1889
28,4557,1314
1,5003,1347
82,8322,566
72,9536,1336
769,3304,54
1,9388,259
1,1612,1665
1,3705,1111
13,3479,1413
3,9920,1895
3,1977,1384
376,2570,184
6,1013,719
13,2694,1839
94,3039,901
7,4863,1379
36,6326,905
28,1404,1489
4,3791,1123
120,4178,235
289,4085,1590
198,632,810
11,7505,1322
606,782,1694
470,3758,376
4,784,1062
1,7539,96
452,7451,1611
148,8613,277
6,7137,1475
5,3958,895
6,3476,1265
354,4889,1396
3,6714,1202
73,8782,1316
290,6277,428
10,6966,1356
1,1829,205
165,1354,1036
1,1289,39
282,7457,612
8,1432,1990
226,9286,1752
33,5627,1698
8,7225,1449
471,8730,201
175,4268,411
1,6464,1178
595,9711,610
19,3120,1209
2,174,848
180,7130,1980
27,5891,386
86,398,61
101,765,86
2,6867,1277
804,2308,1185
1,1791,171
52,4748,330
2,3043,1032
399,8566,34
2,1787,933
15,1943,1709
1,6787,729
16,1027,627
1,637,76
16,298,52
97,2512,131
2,9165,1890
35,3219,927
20,5624,1968
7,3721,653
85,9105,1915
965,7287,373
628,4812,256
800,54,1291
1,2588,1380
4,3522,1890
561,4336,1671
1,2304,1717
9,5276,637
74,2147,1374
881,8911,1254
4,2428,656
171,4670,1836
79,417,463
55,8362,817
146,8791,579
4,6683,1524
7,2278,1880
37,2982,463
15,3076,1687
125,5174,1021
225,9392,894
29,2501,584
11,6290,795
517,5369,1595
154,1645,182
87,8978,916
1,5269,37
29,9819,1392
1,5679,658
79,4932,469
5,4812,1944
141,9296,126
190,3161,1091
5,8977,1172
838,4605,837
27,3635,418
3,9966,200
186,6017,666
167,7573,913
12,5412,1318
78,6632,356
1,9915,130
5,2491,315
412,2250,485
3,3691,1313
494,9289,572
43,2269,1645
484,9818,1423
1,2680,124
18,388,1806
5,9825,1735
429,3959,1879
7,2436,1441
46,8353,271
275,2702,1981
3,496,1848
1,2953,979
23,3160,1933
94,8281,1553
122,1159,1187
13,8156,1192
1,261,347
11,4974,1235
1,7927,1908
1,8442,1113
5,5623,1105
189,596,1542
177,3701,1286
53,8283,1513
272,5383,253
24,7829,1224
3,7868,1301
40,5970,1434
563,2442,1033
1,2470,918
769,186,680
148,1237,946
96,9168,471
56,3894,695
4,4014,1431
425,40,1707
808,2200,726
567,9813,1118
1,8506,1097
139,5919,1449
36,3579,458
205,630,1770
8,4274,1449
725,5258,851
6,7252,1330
141,6926,148
24,8464,1285
57,9300,1380
1,838,1566
54,2669,1139
38,1761,1650
122,8681,1946
5,403,760
285,4613,142
664,2631,991
414,7650,1543
11,7444,1310
169,2447,1961
9,5670,1276
359,7297,256
9,8822,1777
2,9698,619
22,7765,1848
2,6269,1107
45,4990,558
42,8268,378
22,1307,716
52,8985,1974
832,347,1089
10,5037,1686
13,2178,66
4,8854,3
2,9568,255
5,1169,922
3,1016,1530
14,485,452
3,6722,358
27,9460,722
5,9335,1351
13,666,1442
1,2600,812
2,1195,1073
56,300,1221
39,9406,376
2,952,1020
5,5081,891
3,1831,154
220,9854,1575
9,7140,1037
12,4876,1337
81,533,1369
6,2135,621
9,5522,218
220,4877,1144
215,7955,511
52,4654,380
37,4720,1857
2,6050,1905
19,9716,751
4,9406,1225
132,9784,72
62,1153,218
9,2489,406
31,3182,1116
13,9884,207
2,8324,1076
194,5605,409
467,5195,770
594,2984,577
206,8245,195
263,6183,134
1,7459,593
196,1506,476
5,4434,443
2,6538,1312
28,5116,493
40,6459,389
21,2881,1962
74,7374,244
118,4353,954
2,3385,1911
57,8060,1590
1,6723,654
16,823,1632
1,7254,284
16,8809,1818
2,3614,963
137,4352,893
472,9536,1841
2,8409,1227
139,5529,666
2,8642,1312
14,7842,480
61,9914,643
31,9472,281
1,9302,1716
8,3766,331
19,8850,1256
11,8976,1812
82,7352,602
433,9375,1321
83,4599,1243
46,9776,331
2,1869,16
8,5794,179
34,8568,693
611,8252,1274
5,6732,26
7,7589,351
46,657,1296
472,9016,754
33,8143,1071
2,7342,1944
1,3985,13
436,3211,227
85,5294,1002
3,5152,1564
127,7788,1431
123,3764,866
182,3436,1173
446,1651,1684
2,7611,1684
724,250,650
989,9353,1572
1,74,1301
1,5500,1450
14,8976,1952
1,4875,1315
138,9144,1950
73,6968,177
187,9878,1573
989,3944,1189
608,1426,1884
5,4903,1245
11,2696,327
187,2693,1623
10,7515,771
105,4869,822
544,4627,1372
12,2001,1106
37,381,1262
305,4157,1683
20,5934,1876
5,1981,1619
4,2236,940
1,2434,884
7,6142,1888
95,5055,1010
1,5447,1614
4,114,754
1,8400,479
12,455,46
1,7020,391
150,8794,915
584,9949,1691
2,7312,957
4,1582,1353
2,1127,1286
2,7774,1377
6,9096,1077
5,7232,1328
10,8846,1068
29,8270,761
130,6747,1282
421,4131,1212
17,6760,1540
506,6067,368
91,8780,678
132,8619,395
28,6101,1170
28,5559,587
30,3005,1497
22,2327,1170
17,608,884
185,1028,936
10,7355,1993
3,7003,181
2,1659,1383
406,1896,821
358,6992,1470
3,8478,545
1,3430,1156
744,1185,1393
21,1441,1929
1,3604,158
3,2015,532
109,5659,1325
1,6614,1642
14,8174,276
14,4326,1933
95,12,568
2,8878,1175
886,9445,1686
2,242,1523
49,3888,179
7,213,1772
1,3109,159
32,5844,4
2,7270,380
91,4571,907
1,2577,972
26,1824,649
3,9098,772
688,1202,1694
115,9163,510
160,7099,1390
110,786,790
82,8898,1653
2,4515,1409
981,3590,300
77,6659,602
464,7203,1812
24,8806,1273
5,6594,133
15,8770,623
11,6195,465
1,9289,1968
88,167,788
140,6109,311
1,3889,273
4,6319,556
81,5412,1338
6,1763,1117
610,3244,255
1,7357,1759
584,6281,1652
525,2352,1164
718,7442,736
1,6234,1997
4,8574,610
4,3229,569
424,6064,512
236,167,796
2,5527,1626
2,7192,323
20,3052,1778
2,862,371
20,3541,634
313,7985,1400
24,5743,1301
127,4554,554
4,3588,1
4,7742,1594
48,8722,1031
331,2669,1475
30,896,572
2,9854,433
3,320,1245
57,1637,869
1,692,1668
1,6436,1305
1,2352,1709
11,3936,1192
8,1269,657
1,244,471
2,4955,1318
8,2473,928
14,8152,647
11,4829,1611
6,3893,206
245,2599,123
13,594,272
70,2031,353
286,7613,536
335,5176,1117
343,3337,364
23,1714,1676
79,1995,1319
6,268,1861
356,8578,1944
3,9690,862
204,3089,1919
19,7147,919
5,2851,1340
10,6607,1888
46,4296,1684
592,4064,1284
1,4386,805
548,3083,1417
252,7901,998
46,3154,651
1,9554,1889
246,7948,895
99,2934,761
23,179,1304
426,3667,1855
81,9305,1278
5,4716,979
1,7355,83
165,514,791
4,4229,56
5,7830,1735
16,2977,951
154,7660,964
568,9884,1659
3,5774,1882
414,7784,516
52,5227,1668
339,5834,1001
321,169,448
11,7823,1103
90,6955,426
671,6071,225
86,9009,1363
17,6653,532
9,2194,100
2,2897,222
992,2457,1749
77,3468,427
4,3029,881
1,2653,220
159,2115,1738
338,4807,1600
14,1596,1135
720,1889,279
7,7386,178
161,939,53
4,5280,315
7,3555,1453
52,8533,1283
1,2228,1117
3,1278,1894
2,9212,794
7,7352,1572
189,840,1739
501,6530,1937
1,2291,1482
4,8027,1299
1,1956,142
354,4234,1398
2,3420,1602
180,6737,793
1,8318,1149
11,7513,1567
8,7375,1296
7,3932,237
40,3839,461
11,258,70
11,5248,1380
2,8746,1626
12,5343,1592
144,4703,126
6,5761,1098
343,9938,387
2,6314,535
317,6821,1602
56,1002,1076
13,2182,1721
1,370,1976
1,863,905
12,3821,875
401,4270,306
724,1334,336
591,420,1930
4,8489,1964
4,7010,1455
142,6014,1908
641,791,1288
1,7339,1628
9,8509,47
294,2781,5
22,5635,769
307,7371,1292
1,8336,7
189,5870,484
10,830,1423
101,2675,1752
5,3465,337
100,2807,1233
108,3650,1194
13,7066,571
794,3395,1688
1,9487,1028
87,8723,516
505,7913,1072
344,8718,413
38,9359,1917
458,2111,1336
1,6955,1048
33,2731,180
870,9857,1574
939,5252,625
91,9045,964
2,3097,738
1,5972,760
560,225,513
409,3637,548
6,419,1387
599,409,1631
1,8323,1754
5,7693,45
70,6435,1955
2,9246,1591
922,1054,1142
3,5306,1124
4,1368,333
20,8794,0
191,2881,1985
1,9569,922
83,9288,623
1,5132,1541
1,1995,1638
1,1298,1023
33,7404,1451
15,1128,1673
6,3649,1929
29,7893,82
24,3109,13
19,9902,679
2,8920,206
463,8058,1794
58,7468,164
1,9746,346
4,2639,1578
172,1952,1579
188,2022,1820
128,1556,1241
208,8777,312
49,3497,1813
5,7671,1541
8,9570,1657
25,4259,819
4,3257,1968
334,1400,406
151,2843,1353
861,2322,437
13,6037,690
380,6802,509
192,6649,81
284,1167,240
97,3631,1309
8,736,458
3,9261,794
4,5114,1951
39,9373,713
406,3554,1038
16,5136,1071
50,1174,454
136,2376,1992
339,6967,965
72,1532,405
62,5219,529
912,4491,1621
357,5331,56
136,9055,712
284,3617,1665
1000,2775,938
25,3094,372
110,8762,846
248,1819,1146
16,9203,1134
714,3724,1396
10,3516,792
3,6613,712
89,2376,941
1,9677,1695
1,9761,1788
802,5314,1326
5,7561,905
1,9677,1576
20,1306,1247
371,7853,198
7,393,1737
13,7147,154
2,9529,1862
7,4281,1593
772,119,1527
399,6473,685
143,6990,415
202,5022,1989
84,3375,869
1,9072,1931
1,8276,1850
31,9199,663
48,438,62
810,663,1556
16,5583,736
539,5432,1474
931,7711,619
312,5081,1414
11,4286,1891
158,5747,446
33,979,272
2,8764,636
1,8613,799
1,2850,250
6,7425,230
97,5417,1975
525,1759,1416
6,9644,483
30,8995,1803
19,2709,711
1,9416,1448
166,3410,1703
27,6423,1956
539,2525,15
292,8656,948
4,7602,1125
6,8697,1040
31,534,1044
1,9346,922
4,5930,555
262,7582,1048
2,8167,612
34,4327,1841
11,595,271
3,2132,1548
798,7064,757
270,1926,113
4,7213,854
201,6781,1962
1,5778,1900
4,5776,962
1,4712,928
13,2088,34
67,1640,217
2,3432,1716
3,710,1802
11,7137,301
63,6384,929
6,3469,721
51,1988,1843
8,5600,146
4,9863,869
338,4615,155
10,5072,1225
543,5745,1824
6,4683,1238
33,9778,1483
1,2935,536
91,2649,935
216,3267,965
808,7648,726
294,4126,1762
6,9182,1860
36,5187,1861
47,9516,1708
1,1592,1919
1,79,115
6,5052,3
148,3857,1419
5,6159,582
390,1717,687
70,7219,567
19,3193,435
32,2854,1994
7,5099,174
823,2941,926
2,860,1059
352,9502,927
90,3127,1216
115,4745,847
293,3068,407
2,6928,78
102,4310,987
187,6206,825
892,4395,1534
151,4746,1138
697,6471,1470
325,6475,1347
395,1330,397
537,7209,390
30,4156,13
115,1702,1861
1,4288,824
8,2400,1098
406,4708,1776
847,8114,896
1,6714,493
45,1469,1282
137,2129,625
27,5838,1845
3,6616,783
1,6907,606
696,429,1418
3,8562,1047
5,361,841
69,3152,695
14,1554,352
13,7911,1350
1,6322,52
941,4750,1117
5,4746,629
1,8138,357
92,2438,1275
157,771,565
1,5745,1069
4,3670,1566
2,4482,478
206,8057,277
2,8065,615
3,5221,856
907,141,1858
108,8736,1560
10,6643,803
159,9638,1660
18,5989,1424
3,914,1618
22,8330,647
182,9939,600
2,7586,880
21,7710,1617
1,4747,1456
308,4694,1072
258,2206,1244
87,6150,1078
550,6734,843
11,9191,1406
1,5727,1097
834,5376,1968
26,7678,1778
20,9084,1296
1,957,1061
40,9174,379
70,8007,1877
19,9435,1902
512,2979,1225
145,7339,237
1,3118,1477
33,4899,169
954,3173,1172
2,1660,1536
57,8919,521
4,5892,146
9,1469,1629
1,5378,893
97,6702,123
173,1028,247
183,6907,1121
803,5564,881
297,5680,1136
3,5496,881
3,1540,757
176,5830,1983
188,3635,1199
1,5380,93
1,2745,1091
11,2908,245
102,2027,986
369,5611,443
2,3560,211
251,9037,1019
94,3268,848
2,1152,886
388,440,171
606,9497,1638
4,5107,486
2,3156,1705
785,1353,310
1,8179,499
680,5726,1697
3,6567,1711
15,6167,45
6,4491,1538
2,7247,982
8,7919,76
32,3189,49
1,7505,1455
240,6387,497
225,9506,291
220,9465,1303
96,5280,1748
17,7576,76
288,3527,283
330,6653,481
5,1356,1101
21,2966,68
3,1265,67
4,931,74
3,5589,993
274,8605,1110
4,2204,765
34,2065,133
62,7209,1042
148,4742,828
1,1964,1358
20,3063,1888
5,9065,1212
289,6491,1685
1,3871,132
3,9481,1979
6,3794,667
1,9013,1132
11,636,818
147,8194,1641
3,3286,1785
159,9080,1031
29,9066,1576
7,6974,570
9,5389,1190
1,3185,1749
4,5268,805
134,5254,1440
358,4296,277
4,8189,666
46,6720,1698
1,1956,1585
1,347,1646
766,8414,1828
461,7291,1724
1,8157,740
265,6608,744
1,980,530
277,6189,1165
524,4286,115
2,8144,1201
2,1749,1184
577,9426,984
5,2936,422
19,3454,151
5,9553,1485
153,2031,837
3,6644,1377
23,6629,1424
327,642,1329
651,5093,1299
8,7393,89
1,779,1875
241,8606,1259
1,4443,99
192,1223,997
98,3815,1995
42,5184,51
636,7920,121
6,4483,1803
1,7618,1207
872,4254,1191
15,2149,1439
14,8669,600
1,3747,1039
147,3302,673
123,5782,711
2,5371,959
3,8421,1438
1,4690,18
438,7998,1591
3,1512,303
579,7789,1389
40,2614,1152
14,3185,375
1,4646,963
1,7454,851
2,4116,1130
1,2512,1047
4,7748,385
2,2765,77
81,5641,1951
5,7916,1235
121,398,1850
2,1223,324
3,9529,485
204,7930,1131
65,9596,629
1,9336,118
738,6916,353
169,538,956
35,6688,1670
7,5048,257
1,8643,1340
8,1419,281
6,2934,552
1,6100,1378
198,1259,1436
13,3121,1886
438,6513,1113
2,8597,1895
6,6861,1331
5,9715,373
365,2947,1546
25,5808,1887
2,1140,1244
8,4447,550
654,8863,808
35,1662,1557
1,385,1475
1,1623,1412
3,5748,344
59,6647,620
4,7749,1832
326,6657,878
62,4944,522
5,4299,131
11,4132,1265
9,7781,257
6,699,303
63,4669,1835
3,1758,1885
5,7428,1707
1,8311,910
9,5425,722
1,1224,1875
1,6933,963
71,40,710
2,7005,824
1,2895,1608
1,9806,1061
2,5734,1611
124,9674,1678
1,3240,1377
129,8091,474
49,8362,1890
26,2942,1391
507,483,671
279,4747,1631
13,5621,1311
1,293,1316
115,8332,300
1,9650,1264
4,3993,629
22,9023,358
1,3692,1017
91,8696,202
6,7994,1119
8,103,1622
72,5635,287
11,3753,55
3,3424,1895
2,6982,1595
127,4574,663
155,4575,1611
2,3226,1536
6,2096,1888
723,7904,994
889,9285,1553
45,9390,827
162,8299,1522
152,7696,659
11,5300,26
1,2828,1959
144,8405,1077
2,357,1166
5,7701,870
6,6041,1575
8,4817,1220
18,5064,831
24,9118,1309
21,7106,1587
2,5876,1056
72,1180,1403
208,7258,1011
18,4905,96
298,1921,516
16,9279,415
40,7207,555
1,148,1001
2,2527,479
175,2071,852
4,908,1304
1,3334,653
40,2318,1048
1,5860,611
94,4112,1278
98,3346,139
17,221,431
95,6023,367
223,5700,546
2,2611,1602
73,4914,1074
100,3733,42
2,575,655
130,6037,1734
123,7536,1973
2,2587,29
6,1299,1325
644,8250,1762
1,4859,176
3,2288,1237
43,1524,687
